edad;trabajo;est.civ;educacion;mora;balance;vivienda;prestamo;contacto;dia;mes;duracion;campana;pdias;previo;presultado;suscrito
30;Tecnico;Soltero;Superior;no;60;si;si;desconocido;7;Mayo;306;5;-1;0;desconocido;no
55;Tecnico;Soltero;secundaria;no;3339;si;no;desconocido;2;Junio;63;1;-1;0;desconocido;no
22;Estudiante;Soltero;Superior;no;1161;no;si;celular;16;Junio;119;1;-1;0;desconocido;no
33;Obrero;Soltero;primaria;no;599;si;no;desconocido;21;Mayo;29;1;-1;0;desconocido;no
53;empresario;Casado;desconocido;no;28;no;no;celular;31;Julio;117;2;-1;0;desconocido;no
49;Ejecutivo;Casado;Superior;no;1430;no;no;celular;18;Noviembre;231;2;-1;0;desconocido;no
51;Retirado;Casado;secundaria;no;35;no;si;celular;8;Julio;123;4;-1;0;desconocido;no
41;Independientes;Casado;Superior;no;6000;si;no;celular;18;Noviembre;265;1;-1;0;desconocido;no
34;Tecnico;Casado;secundaria;no;0;si;no;celular;15;Julio;144;1;-1;0;desconocido;no
36;Obrero;Soltero;secundaria;no;340;no;si;desconocido;16;Junio;559;3;-1;0;desconocido;no
35;empresario;Casado;Superior;no;0;no;no;celular;5;Mayo;74;1;168;4;fracaso;no
29;Servis;Casado;secundaria;no;3;si;no;celular;10;Julio;183;1;-1;0;desconocido;no
40;Tecnico;Soltero;Superior;no;445;si;no;celular;24;Julio;631;1;-1;0;desconocido;no
32;Ejecutivo;Divorciado;Superior;no;874;no;no;celular;12;Agosto;1282;6;-1;0;desconocido;si
48;Obrero;Casado;secundaria;no;705;no;no;desconocido;13;Mayo;108;2;-1;0;desconocido;no
59;Retirado;Casado;desconocido;no;1033;no;no;desconocido;11;Junio;1199;1;-1;0;desconocido;si
35;Independientes;Divorciado;Superior;no;1354;si;no;desconocido;23;Mayo;736;2;-1;0;desconocido;si
33;Tecnico;Soltero;Superior;no;123;no;no;celular;19;Agosto;264;1;-1;0;desconocido;no
55;Retirado;Casado;primaria;no;8894;no;no;desconocido;11;Junio;262;1;-1;0;desconocido;no
41;Obrero;Casado;secundaria;no;429;si;no;desconocido;13;Mayo;244;1;-1;0;desconocido;no
42;Emple_hogar;Casado;primaria;no;14752;no;no;desconocido;19;Mayo;107;2;-1;0;desconocido;no
46;Obrero;Casado;primaria;no;67;no;no;desconocido;24;Junio;9;1;-1;0;desconocido;no
35;Emple_hogar;Divorciado;secundaria;no;39;no;no;celular;31;Julio;149;2;-1;0;desconocido;no
28;Tecnico;Soltero;Superior;no;102;no;no;celular;28;Enero;321;2;-1;0;desconocido;no
25;Estudiante;Soltero;secundaria;no;1790;no;no;celular;17;abril;224;1;322;3;fracaso;no
56;Ejecutivo;Soltero;Superior;no;15311;no;no;celular;29;abril;157;6;-1;0;desconocido;no
30;admin.;Soltero;secundaria;no;-635;no;no;celular;25;Julio;250;1;-1;0;desconocido;no
45;Obrero;Casado;secundaria;no;115;no;no;celular;11;Agosto;209;4;-1;0;desconocido;no
40;Ejecutivo;Casado;Superior;no;10786;no;no;desconocido;20;Junio;111;3;-1;0;desconocido;no
40;Obrero;Casado;secundaria;no;498;si;no;celular;8;Mayo;55;2;298;4;fracaso;no
39;Obrero;Casado;secundaria;no;1045;si;si;celular;9;Julio;290;13;-1;0;desconocido;no
48;empresario;Casado;Superior;no;810;no;no;desconocido;6;Junio;383;1;-1;0;desconocido;no
31;Tecnico;Soltero;Superior;no;-162;si;no;celular;18;Mayo;380;1;-1;0;desconocido;no
32;Ejecutivo;Casado;Superior;no;55;no;no;celular;2;Febrero;124;3;-1;0;desconocido;no
34;Servis;Casado;secundaria;no;586;si;si;desconocido;8;Mayo;224;2;-1;0;desconocido;no
26;Tecnico;Soltero;secundaria;no;455;no;no;celular;29;Enero;240;1;182;8;otro;no
31;Ejecutivo;Casado;Superior;no;1010;si;no;celular;15;Mayo;385;3;364;9;otro;no
37;Ejecutivo;Soltero;Superior;no;509;si;no;celular;6;Mayo;133;1;-1;0;desconocido;no
29;Estudiante;Soltero;desconocido;no;2929;no;no;celular;11;Agosto;91;1;-1;0;desconocido;no
57;Tecnico;Casado;secundaria;no;3071;si;si;celular;7;Mayo;63;3;-1;0;desconocido;no
47;Ejecutivo;Soltero;Superior;no;153;si;no;celular;18;Noviembre;192;2;-1;0;desconocido;no
38;Independientes;Soltero;secundaria;no;1146;si;no;desconocido;21;Mayo;91;2;-1;0;desconocido;no
48;Obrero;Casado;primaria;no;1092;no;si;celular;18;Noviembre;79;1;172;8;fracaso;no
50;Ejecutivo;Casado;Superior;no;3463;no;si;celular;28;Octubre;96;1;-1;0;desconocido;si
33;admin.;Casado;secundaria;no;1158;si;no;celular;20;abril;25;2;-1;0;desconocido;no
28;admin.;Soltero;secundaria;no;26;si;no;celular;7;Mayo;227;2;-1;0;desconocido;no
30;Servis;Soltero;secundaria;no;566;no;no;celular;5;Febrero;110;1;-1;0;desconocido;no
52;Tecnico;Divorciado;secundaria;no;204;no;no;celular;7;Agosto;134;2;-1;0;desconocido;no
36;Tecnico;Casado;secundaria;no;480;no;no;celular;20;Octubre;213;1;-1;0;desconocido;si
36;Tecnico;Soltero;secundaria;no;1855;si;no;celular;4;Febrero;75;1;273;1;fracaso;no
46;Servis;Casado;secundaria;no;1034;no;no;celular;8;Agosto;109;2;-1;0;desconocido;no
57;Ejecutivo;Casado;Superior;no;3250;no;no;celular;20;Agosto;162;3;-1;0;desconocido;no
28;Ejecutivo;Soltero;secundaria;no;1633;no;no;celular;5;Junio;275;1;-1;0;desconocido;si
46;Servis;Casado;secundaria;no;0;si;no;celular;22;Junio;154;1;124;1;otro;no
55;Retirado;Casado;primaria;no;3334;no;no;celular;14;Agosto;632;4;-1;0;desconocido;si
33;Ejecutivo;Casado;Superior;no;4020;si;si;celular;15;abril;251;1;-1;0;desconocido;no
53;Ejecutivo;Casado;secundaria;no;66;no;si;teléfono;8;Julio;141;1;-1;0;desconocido;no
41;Tecnico;Soltero;secundaria;no;-41;si;si;celular;3;abril;154;1;-1;0;desconocido;no
60;Obrero;Casado;secundaria;no;322;si;no;celular;7;Mayo;63;1;-1;0;desconocido;no
35;empresario;Casado;primaria;no;2643;no;si;celular;8;Julio;259;1;-1;0;desconocido;no
43;Obrero;Divorciado;primaria;no;49;si;no;desconocido;9;Mayo;100;1;-1;0;desconocido;no
57;admin.;Divorciado;primaria;no;1;no;no;desconocido;15;Mayo;17;10;-1;0;desconocido;no
46;admin.;Casado;secundaria;no;3098;si;no;teléfono;21;Noviembre;192;9;-1;0;desconocido;no
31;Obrero;Casado;primaria;no;352;si;no;desconocido;19;Mayo;97;9;-1;0;desconocido;no
53;Tecnico;Casado;secundaria;no;65;no;no;celular;25;Agosto;41;2;-1;0;desconocido;no
35;Obrero;Casado;secundaria;no;1949;si;no;desconocido;2;Junio;200;3;-1;0;desconocido;no
32;admin.;Soltero;secundaria;no;739;si;no;celular;20;Noviembre;91;3;-1;0;desconocido;no
48;Ejecutivo;Casado;Superior;no;1167;si;si;celular;1;Junio;264;1;-1;0;desconocido;si
50;admin.;Casado;secundaria;no;231;si;no;celular;21;Noviembre;397;2;-1;0;desconocido;no
40;Obrero;Casado;primaria;no;1136;si;no;desconocido;21;Mayo;86;1;-1;0;desconocido;no
42;empresario;Casado;Superior;no;233;no;no;celular;5;Febrero;446;1;-1;0;desconocido;no
59;admin.;Casado;secundaria;no;817;no;no;celular;9;abril;304;1;-1;0;desconocido;no
27;Obrero;Soltero;primaria;no;1128;si;no;desconocido;30;Junio;88;4;-1;0;desconocido;no
32;Ejecutivo;Soltero;Superior;no;1831;si;no;celular;20;abril;86;2;-1;0;desconocido;no
35;Tecnico;Soltero;secundaria;no;450;si;no;celular;13;Mayo;63;1;-1;0;desconocido;no
28;Servis;Casado;secundaria;no;0;si;no;celular;5;Mayo;335;2;281;8;fracaso;no
37;Ejecutivo;Divorciado;secundaria;no;414;no;no;celular;29;Enero;293;2;162;4;fracaso;no
57;Ejecutivo;Casado;primaria;no;1052;si;no;desconocido;13;Mayo;227;4;-1;0;desconocido;no
42;admin.;Soltero;secundaria;no;1022;si;no;desconocido;5;Mayo;146;2;-1;0;desconocido;no
55;admin.;Casado;primaria;no;343;si;no;celular;14;Julio;276;3;-1;0;desconocido;no
52;Ejecutivo;Casado;Superior;no;1944;si;no;celular;15;abril;238;3;323;2;fracaso;no
26;Obrero;Soltero;secundaria;no;-32;si;si;celular;31;Julio;14;6;-1;0;desconocido;no
52;Tecnico;Casado;secundaria;no;1781;si;no;desconocido;19;Mayo;144;2;-1;0;desconocido;no
26;Ejecutivo;Soltero;Superior;no;350;no;no;celular;8;Julio;367;1;-1;0;desconocido;no
33;Desempleado;Casado;secundaria;no;2;si;no;celular;16;Julio;132;1;-1;0;desconocido;no
24;Obrero;Soltero;primaria;no;111;si;si;desconocido;27;Mayo;42;4;-1;0;desconocido;no
37;Ejecutivo;Divorciado;Superior;no;168;si;no;desconocido;5;Junio;227;1;-1;0;desconocido;no
28;Tecnico;Soltero;secundaria;no;3;no;no;teléfono;18;Mayo;40;8;349;6;fracaso;no
30;Tecnico;Soltero;secundaria;no;102;si;no;desconocido;7;Mayo;614;2;-1;0;desconocido;no
33;Obrero;Casado;primaria;no;0;si;no;desconocido;15;Mayo;270;1;-1;0;desconocido;no
55;desconocido;Casado;primaria;no;159;no;no;desconocido;4;Setiembre;15;1;-1;0;desconocido;no
33;Obrero;Casado;secundaria;no;1134;si;no;desconocido;23;Mayo;304;2;-1;0;desconocido;no
42;Obrero;Casado;secundaria;no;352;si;no;celular;11;Mayo;79;3;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;865;si;no;celular;3;Junio;101;1;-1;0;desconocido;no
59;Obrero;Casado;primaria;no;179;si;no;desconocido;5;Mayo;55;3;-1;0;desconocido;no
27;Obrero;Soltero;secundaria;no;5;si;no;desconocido;19;Mayo;205;3;-1;0;desconocido;no
23;Estudiante;Casado;Superior;si;-230;si;no;celular;18;Mayo;259;2;-1;0;desconocido;no
51;Ejecutivo;Divorciado;Superior;no;0;no;no;celular;13;Agosto;60;2;-1;0;desconocido;no
50;Obrero;Casado;primaria;no;3924;si;no;celular;20;abril;122;2;-1;0;desconocido;no
43;Tecnico;Casado;secundaria;no;764;si;no;celular;14;Julio;557;5;-1;0;desconocido;no
37;Obrero;Divorciado;primaria;no;511;si;no;teléfono;11;Mayo;42;1;-1;0;desconocido;no
34;Ejecutivo;Soltero;Superior;no;4348;si;no;celular;28;Agosto;373;8;-1;0;desconocido;no
41;Ejecutivo;Casado;Superior;no;3016;si;no;celular;14;Julio;80;3;-1;0;desconocido;no
26;Estudiante;Soltero;secundaria;no;279;no;no;celular;7;Mayo;239;3;-1;0;desconocido;no
49;Ejecutivo;Divorciado;Superior;no;1405;no;no;desconocido;8;Junio;29;1;-1;0;desconocido;no
29;Obrero;Soltero;secundaria;no;908;si;no;desconocido;20;Junio;1663;1;-1;0;desconocido;si
30;Ejecutivo;Soltero;Superior;no;162;si;no;desconocido;20;Mayo;186;4;-1;0;desconocido;no
38;Servis;Divorciado;secundaria;no;792;no;no;desconocido;6;Junio;430;1;-1;0;desconocido;no
58;Ejecutivo;Casado;secundaria;no;111;no;no;teléfono;24;Marzo;58;2;-1;0;desconocido;no
34;Estudiante;Soltero;desconocido;no;1281;no;no;celular;25;Agosto;279;1;117;1;fracaso;no
53;Servis;Divorciado;desconocido;no;1012;si;no;celular;28;Julio;332;2;-1;0;desconocido;no
50;Ejecutivo;Casado;Superior;no;2881;no;no;celular;5;Agosto;510;2;2;5;otro;no
30;Obrero;Soltero;secundaria;no;445;si;no;celular;16;abril;218;1;330;2;fracaso;no
40;Ejecutivo;Casado;secundaria;no;643;si;no;celular;17;abril;74;2;256;1;fracaso;no
57;Emple_hogar;Soltero;secundaria;no;254;no;no;celular;8;Octubre;676;1;-1;0;desconocido;no
40;Ejecutivo;Casado;Superior;no;-1212;si;no;celular;15;Mayo;1259;2;333;18;fracaso;no
41;Tecnico;Casado;secundaria;no;2125;si;si;celular;21;Noviembre;285;3;116;4;fracaso;no
53;Tecnico;Divorciado;desconocido;no;629;si;no;celular;8;Mayo;298;1;-1;0;desconocido;no
48;Obrero;Casado;secundaria;no;-202;si;si;celular;30;Julio;225;4;-1;0;desconocido;no
32;Tecnico;Soltero;secundaria;no;271;si;no;celular;13;Mayo;80;2;268;2;otro;no
34;Ejecutivo;Casado;Superior;no;703;si;no;celular;14;abril;342;1;-1;0;desconocido;si
46;Obrero;Casado;secundaria;no;-216;si;no;celular;28;Julio;404;3;-1;0;desconocido;no
45;Servis;Divorciado;secundaria;no;88;no;si;celular;7;Julio;332;1;-1;0;desconocido;no
51;admin.;Soltero;Superior;no;16;si;no;celular;30;Enero;158;1;-1;0;desconocido;no
31;Ejecutivo;Casado;secundaria;no;466;si;no;celular;14;Mayo;164;1;-1;0;desconocido;no
47;Tecnico;Casado;secundaria;no;-75;si;no;celular;4;Febrero;57;1;247;1;otro;no
32;Obrero;Casado;secundaria;no;456;no;no;celular;12;Mayo;121;1;-1;0;desconocido;no
41;Tecnico;Casado;secundaria;no;77;si;no;celular;7;Mayo;56;1;-1;0;desconocido;no
37;Servis;Soltero;secundaria;no;-244;no;no;desconocido;3;Julio;178;1;-1;0;desconocido;no
27;Obrero;Soltero;primaria;no;1209;no;no;celular;29;Enero;283;1;-1;0;desconocido;no
27;Servis;Casado;secundaria;no;58;si;no;celular;7;Mayo;113;1;337;2;otro;no
50;Ejecutivo;Casado;secundaria;si;421;no;no;celular;20;Noviembre;22;5;-1;0;desconocido;no
31;Ejecutivo;Soltero;Superior;no;112;si;no;celular;2;Febrero;159;2;271;1;fracaso;no
40;Independientes;Casado;Superior;no;13669;no;no;celular;15;Octubre;138;1;136;8;otro;no
43;Ejecutivo;Casado;Superior;no;1429;si;no;celular;19;Noviembre;1015;1;198;2;otro;si
39;Tecnico;Casado;Superior;no;794;no;no;teléfono;2;Febrero;182;1;-1;0;desconocido;no
31;empresario;Soltero;Superior;no;1957;no;no;celular;4;Febrero;112;3;-1;0;desconocido;no
48;Tecnico;Casado;secundaria;no;454;si;no;celular;10;Julio;114;1;-1;0;desconocido;no
32;Obrero;Soltero;primaria;no;882;no;si;celular;29;Julio;80;8;-1;0;desconocido;no
47;Desempleado;Casado;primaria;no;168;si;no;teléfono;30;Enero;66;1;241;1;otro;no
35;Ejecutivo;Soltero;Superior;no;714;si;no;celular;26;Agosto;135;22;-1;0;desconocido;no
42;Ejecutivo;Soltero;Superior;no;0;no;no;celular;7;Setiembre;99;1;-1;0;desconocido;no
47;Obrero;Casado;secundaria;no;1996;no;no;desconocido;5;Junio;761;2;-1;0;desconocido;si
59;Retirado;Casado;secundaria;no;163;no;no;celular;24;Julio;464;1;-1;0;desconocido;no
38;admin.;Casado;secundaria;no;3190;si;no;desconocido;20;Junio;20;2;-1;0;desconocido;no
50;Desempleado;Casado;secundaria;no;1772;no;no;celular;29;Julio;206;4;-1;0;desconocido;no
27;Servis;Soltero;secundaria;no;-151;no;no;celular;8;Julio;283;2;-1;0;desconocido;no
55;Emple_hogar;Casado;primaria;no;16;no;no;desconocido;20;Junio;64;1;-1;0;desconocido;no
39;Servis;Soltero;secundaria;no;7066;si;no;celular;15;Mayo;667;3;357;3;otro;si
31;Tecnico;Soltero;Superior;no;454;no;no;celular;4;Febrero;73;3;-1;0;desconocido;no
37;empresario;Casado;Superior;no;4798;si;no;desconocido;20;Mayo;156;2;-1;0;desconocido;no
28;Tecnico;Soltero;secundaria;si;-298;si;no;desconocido;3;Junio;559;7;-1;0;desconocido;no
42;Tecnico;Casado;secundaria;no;439;no;no;celular;20;Agosto;143;2;-1;0;desconocido;no
40;Servis;Divorciado;secundaria;no;1927;si;no;desconocido;15;Mayo;62;1;-1;0;desconocido;no
59;Ejecutivo;Soltero;secundaria;no;671;si;si;celular;29;Enero;219;2;259;5;fracaso;no
40;Servis;Soltero;secundaria;no;65;si;no;celular;15;Mayo;15;3;-1;0;desconocido;no
43;Tecnico;Casado;secundaria;no;-932;si;no;celular;16;abril;567;1;-1;0;desconocido;no
38;Tecnico;Soltero;secundaria;no;4366;si;no;celular;29;Julio;188;2;-1;0;desconocido;no
54;Retirado;Casado;primaria;no;0;si;no;celular;11;Julio;159;2;-1;0;desconocido;no
41;Obrero;Casado;secundaria;no;4900;si;no;teléfono;31;Julio;121;2;-1;0;desconocido;no
55;Emple_hogar;Divorciado;primaria;no;976;no;no;celular;28;Junio;345;1;94;3;otro;si
33;Ejecutivo;Casado;Superior;no;148;no;no;desconocido;20;Mayo;717;1;-1;0;desconocido;no
46;Obrero;Casado;secundaria;no;5;no;no;celular;18;Agosto;71;3;-1;0;desconocido;no
36;Ejecutivo;Casado;secundaria;no;-148;no;no;celular;18;Noviembre;144;2;-1;0;desconocido;no
48;Tecnico;Divorciado;Superior;no;113;no;si;celular;22;Julio;38;1;-1;0;desconocido;no
42;Ejecutivo;Casado;secundaria;no;-105;si;no;celular;28;Agosto;60;2;-1;0;desconocido;no
46;Ejecutivo;Divorciado;Superior;no;624;no;no;celular;17;Setiembre;336;2;183;2;éxito;si
49;Tecnico;Casado;secundaria;si;-1680;si;si;desconocido;27;Junio;92;4;-1;0;desconocido;no
36;Obrero;Casado;secundaria;no;-461;no;no;celular;11;Mayo;254;2;353;1;fracaso;no
34;Tecnico;Soltero;Superior;no;144;si;si;celular;14;Octubre;104;1;85;19;fracaso;no
51;empresario;Divorciado;Superior;no;4;si;si;celular;20;abril;74;5;-1;0;desconocido;no
58;Obrero;Casado;primaria;no;309;no;no;celular;19;Agosto;156;2;-1;0;desconocido;no
48;Ejecutivo;Casado;Superior;no;866;no;no;celular;29;Enero;146;2;-1;0;desconocido;no
41;admin.;Soltero;secundaria;no;1020;si;no;desconocido;19;Mayo;882;1;-1;0;desconocido;si
49;Independientes;Casado;primaria;no;489;si;no;desconocido;27;Mayo;84;4;-1;0;desconocido;no
43;Ejecutivo;Casado;primaria;no;8167;si;no;desconocido;19;Mayo;114;2;-1;0;desconocido;no
32;Obrero;Soltero;secundaria;no;-255;no;si;desconocido;2;Julio;957;3;-1;0;desconocido;no
54;Retirado;Casado;secundaria;no;3671;no;no;desconocido;11;Junio;67;3;-1;0;desconocido;no
33;Obrero;Divorciado;primaria;no;636;si;no;celular;9;Julio;211;11;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;141;si;no;celular;19;Agosto;299;2;-1;0;desconocido;no
56;Tecnico;Casado;secundaria;no;150;si;si;celular;11;Mayo;102;6;349;1;fracaso;no
57;Tecnico;Casado;secundaria;no;839;no;si;desconocido;5;Mayo;225;1;-1;0;desconocido;no
31;Emple_hogar;Soltero;primaria;no;26965;no;no;celular;21;abril;654;2;-1;0;desconocido;si
33;Tecnico;Soltero;secundaria;no;716;si;no;celular;14;Mayo;234;2;-1;0;desconocido;no
29;Tecnico;Soltero;Superior;no;2485;no;no;teléfono;24;Julio;48;6;-1;0;desconocido;no
38;Ejecutivo;Soltero;Superior;no;15030;si;no;celular;13;Mayo;167;1;174;7;otro;no
37;admin.;Casado;secundaria;no;11303;no;no;celular;26;Mayo;500;2;-1;0;desconocido;no
33;empresario;Casado;Superior;no;595;no;no;celular;7;Agosto;22;2;-1;0;desconocido;no
30;Ejecutivo;Soltero;Superior;no;19358;no;no;celular;19;Noviembre;258;2;-1;0;desconocido;no
31;Independientes;Soltero;secundaria;no;203;no;si;celular;19;Noviembre;177;1;-1;0;desconocido;no
28;Tecnico;Soltero;Superior;no;183;si;si;desconocido;28;Mayo;62;2;-1;0;desconocido;no
26;admin.;Soltero;secundaria;no;255;no;no;celular;30;abril;457;1;80;1;éxito;si
31;Tecnico;Soltero;secundaria;no;102;si;no;teléfono;17;abril;460;2;345;2;fracaso;no
50;Emple_hogar;Divorciado;primaria;no;94;si;no;celular;22;Julio;184;4;-1;0;desconocido;no
45;empresario;Casado;primaria;no;58;si;no;teléfono;13;Mayo;119;3;371;3;fracaso;no
48;Ejecutivo;Casado;primaria;no;606;no;no;celular;5;Marzo;77;6;-1;0;desconocido;no
41;Tecnico;Casado;secundaria;no;0;no;si;celular;23;Julio;107;1;-1;0;desconocido;no
60;Tecnico;Casado;primaria;no;65;si;no;desconocido;9;Mayo;1028;2;-1;0;desconocido;si
41;Obrero;Casado;secundaria;no;338;si;no;desconocido;14;Mayo;87;1;-1;0;desconocido;no
43;Obrero;Casado;primaria;no;757;si;no;desconocido;9;Mayo;315;4;-1;0;desconocido;no
36;Ejecutivo;Casado;Superior;no;9269;si;si;celular;19;Noviembre;107;2;-1;0;desconocido;no
40;Obrero;Casado;primaria;no;1206;no;si;teléfono;16;Julio;201;5;-1;0;desconocido;no
28;Ejecutivo;Soltero;Superior;no;882;no;si;celular;29;Enero;94;1;205;2;fracaso;no
27;Estudiante;Soltero;Superior;no;5291;no;no;celular;12;Noviembre;192;2;92;2;fracaso;si
49;Ejecutivo;Soltero;secundaria;no;61;si;no;celular;29;Enero;185;2;246;1;fracaso;no
37;Tecnico;Casado;Superior;no;0;si;no;celular;17;Noviembre;77;1;-1;0;desconocido;no
31;Obrero;Casado;secundaria;no;1407;si;no;celular;6;Mayo;142;3;-1;0;desconocido;no
31;Tecnico;Soltero;secundaria;si;25;no;no;celular;2;Febrero;381;1;-1;0;desconocido;no
31;Obrero;Casado;secundaria;no;1354;si;si;celular;17;Noviembre;222;2;-1;0;desconocido;no
35;Obrero;Casado;primaria;no;793;si;no;celular;17;abril;106;1;-1;0;desconocido;no
51;Obrero;Divorciado;desconocido;no;10287;si;no;desconocido;29;Mayo;117;1;-1;0;desconocido;no
33;Tecnico;Soltero;secundaria;no;5235;no;no;celular;7;Agosto;67;3;-1;0;desconocido;no
30;Tecnico;Soltero;Superior;no;3;si;no;celular;6;Mayo;45;2;169;2;fracaso;no
58;Tecnico;Soltero;secundaria;no;409;no;si;celular;14;Julio;643;2;-1;0;desconocido;no
34;admin.;Casado;Superior;no;35;si;no;celular;15;Octubre;76;1;69;2;fracaso;no
45;Ejecutivo;Casado;Superior;no;-459;no;no;celular;21;Agosto;508;6;-1;0;desconocido;no
28;Servis;Soltero;secundaria;no;198;no;no;celular;5;Julio;128;2;-1;0;desconocido;si
31;Obrero;Casado;primaria;no;99;si;no;celular;17;abril;193;2;322;1;otro;no
40;Ejecutivo;Casado;Superior;no;60;no;no;desconocido;16;Junio;172;6;-1;0;desconocido;no
30;Servis;Soltero;secundaria;no;3485;no;no;celular;2;Febrero;142;2;-1;0;desconocido;no
34;empresario;Casado;secundaria;no;-139;si;si;desconocido;27;Mayo;492;2;-1;0;desconocido;no
40;Obrero;Casado;secundaria;no;952;no;si;desconocido;12;Junio;140;1;-1;0;desconocido;no
59;Retirado;Casado;primaria;no;1427;no;no;desconocido;18;Junio;140;2;-1;0;desconocido;no
43;Tecnico;Soltero;Superior;no;1017;si;no;desconocido;19;Mayo;257;2;-1;0;desconocido;no
41;Ejecutivo;Casado;Superior;no;-29;no;no;celular;29;Enero;41;2;266;2;fracaso;no
33;Tecnico;Divorciado;secundaria;no;9;no;no;celular;21;Agosto;91;2;-1;0;desconocido;no
33;Ejecutivo;Casado;secundaria;no;4040;si;no;celular;20;abril;132;2;-1;0;desconocido;no
36;Obrero;Casado;secundaria;no;13;no;no;desconocido;3;Junio;284;1;-1;0;desconocido;no
32;Independientes;Soltero;secundaria;no;1259;no;no;celular;25;Julio;184;2;-1;0;desconocido;no
25;admin.;Casado;secundaria;no;18;si;no;celular;18;Julio;225;1;-1;0;desconocido;no
25;Obrero;Casado;secundaria;no;-76;si;no;desconocido;12;Mayo;241;3;-1;0;desconocido;no
38;Tecnico;Soltero;Superior;no;221;no;no;celular;20;Agosto;79;3;-1;0;desconocido;no
34;Ejecutivo;Casado;Superior;no;136;si;no;celular;22;abril;156;1;-1;0;desconocido;no
67;Obrero;Casado;secundaria;no;16353;no;no;celular;27;Octubre;223;2;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;-63;si;no;desconocido;30;Mayo;198;1;-1;0;desconocido;no
45;Emple_hogar;Casado;primaria;no;7353;no;no;celular;13;Agosto;536;2;-1;0;desconocido;no
33;Obrero;Casado;primaria;no;511;si;no;desconocido;21;Mayo;304;2;-1;0;desconocido;no
38;admin.;Casado;primaria;no;3913;si;no;celular;20;abril;196;2;315;2;fracaso;no
32;Tecnico;Divorciado;secundaria;no;1097;si;no;desconocido;12;Mayo;298;2;-1;0;desconocido;no
54;Retirado;Divorciado;Superior;no;6102;si;si;desconocido;21;Mayo;86;6;-1;0;desconocido;no
51;admin.;Divorciado;secundaria;no;340;si;no;desconocido;8;Mayo;186;1;-1;0;desconocido;no
42;Obrero;Casado;primaria;no;-119;si;no;celular;22;Julio;167;3;-1;0;desconocido;no
41;admin.;Casado;secundaria;no;2993;si;no;celular;22;Julio;24;12;-1;0;desconocido;no
39;Ejecutivo;Divorciado;Superior;no;3575;no;si;celular;18;Agosto;74;3;-1;0;desconocido;no
38;Obrero;Casado;secundaria;no;361;si;no;desconocido;11;Junio;601;1;-1;0;desconocido;no
39;Ejecutivo;Casado;secundaria;no;1072;si;no;desconocido;27;Mayo;1168;2;-1;0;desconocido;no
46;Obrero;Casado;primaria;no;2904;no;no;celular;20;abril;277;2;-1;0;desconocido;no
50;empresario;Divorciado;Superior;no;1790;no;si;celular;6;Febrero;748;3;-1;0;desconocido;no
33;Obrero;Casado;secundaria;no;86;si;no;desconocido;19;Mayo;364;1;-1;0;desconocido;no
37;Tecnico;Casado;secundaria;no;1633;si;no;desconocido;19;Mayo;229;3;-1;0;desconocido;no
31;Ejecutivo;Casado;Superior;no;8312;no;no;celular;29;Agosto;43;13;-1;0;desconocido;no
34;Obrero;Divorciado;desconocido;no;172;no;no;celular;15;Junio;177;1;-1;0;desconocido;si
34;Ejecutivo;Casado;Superior;no;0;si;no;celular;7;Agosto;262;1;99;2;éxito;si
36;Ejecutivo;Casado;Superior;no;222;si;no;celular;6;Mayo;317;1;169;2;fracaso;no
40;Tecnico;Casado;secundaria;no;109;no;no;desconocido;20;Junio;402;22;-1;0;desconocido;no
40;Obrero;Casado;secundaria;no;1451;no;no;celular;1;Junio;314;1;-1;0;desconocido;si
41;Tecnico;Casado;secundaria;no;1066;no;no;celular;11;Febrero;109;3;-1;0;desconocido;si
52;Ejecutivo;Casado;Superior;no;3163;no;no;celular;25;Agosto;56;6;-1;0;desconocido;no
40;Servis;Soltero;secundaria;no;888;si;no;desconocido;12;Mayo;169;2;-1;0;desconocido;no
48;Obrero;Soltero;desconocido;no;428;si;no;celular;18;Mayo;127;1;-1;0;desconocido;no
33;Ejecutivo;Divorciado;secundaria;no;106;no;no;celular;20;Agosto;175;3;-1;0;desconocido;no
44;Tecnico;Divorciado;secundaria;no;0;no;no;celular;12;Agosto;56;2;-1;0;desconocido;no
55;Ejecutivo;Casado;Superior;no;979;no;si;celular;8;Julio;123;1;-1;0;desconocido;no
51;admin.;Casado;secundaria;no;2662;no;no;teléfono;28;Enero;148;2;-1;0;desconocido;no
34;Ejecutivo;Soltero;Superior;no;84;no;no;celular;5;Febrero;231;1;-1;0;desconocido;no
58;Retirado;Divorciado;desconocido;no;5920;si;no;celular;23;Julio;255;1;-1;0;desconocido;no
39;Ejecutivo;Soltero;Superior;no;816;si;no;celular;27;Agosto;37;3;-1;0;desconocido;no
27;Desempleado;Soltero;secundaria;no;3276;no;no;celular;5;Agosto;106;1;110;2;otro;no
55;Ejecutivo;Divorciado;desconocido;no;2;si;no;desconocido;19;Mayo;95;1;-1;0;desconocido;no
35;Tecnico;Soltero;secundaria;no;-51;no;no;desconocido;2;Julio;134;2;-1;0;desconocido;no
37;Tecnico;Soltero;Superior;no;3315;si;no;celular;9;abril;820;2;-1;0;desconocido;no
