Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
22.19;Bajo;5 o más;Universitario;2 o más;1
22.72;Medio;5 o más;Universitario;2 o más;1
34.11;Medio;5 o más;Universitario;2 o más;1
32.62;Alto;Menos de 5;Bachillerato;1 o ninguno;1
24.05;Medio;5 o más;Bachillerato;2 o más;1
20.86;Medio;5 o más;Bachillerato;2 o más;1
28.01;Bajo;5 o más;Bachillerato;2 o más;1
23.84;Medio;5 o más;Universitario;1 o ninguno;1
28.81;Medio;5 o más;Bachillerato;2 o más;1
47.37;Medio;5 o más;Universitario;2 o más;1
24.72;Medio;5 o más;Universitario;2 o más;1
33.33;Alto;5 o más;Bachillerato;2 o más;1
32.4;Medio;5 o más;Bachillerato;2 o más;1
37.02;Alto;5 o más;Universitario;2 o más;1
35.22;Medio;5 o más;Bachillerato;2 o más;1
25.31;Bajo;5 o más;Universitario;2 o más;1
34.18;Alto;5 o más;Universitario;2 o más;1
43.28;Bajo;5 o más;Bachillerato;2 o más;1
26.91;Bajo;5 o más;Universitario;2 o más;1
30.09;Medio;Menos de 5;Universitario;1 o ninguno;1
48.19;Alto;5 o más;Universitario;1 o ninguno;1
33.85;Bajo;5 o más;Universitario;2 o más;1
32.42;Bajo;5 o más;Bachillerato;2 o más;1
34.23;Bajo;5 o más;Bachillerato;2 o más;1
26.23;Medio;5 o más;Universitario;2 o más;1
22.59;Bajo;5 o más;Bachillerato;1 o ninguno;1
21.57;Medio;5 o más;Universitario;2 o más;1
29.03;Bajo;5 o más;Universitario;2 o más;1
28.23;Medio;5 o más;Bachillerato;2 o más;1
26.41;Medio;5 o más;Universitario;2 o más;1
28.13;Medio;5 o más;Universitario;2 o más;1
27.3;Medio;5 o más;Bachillerato;2 o más;1
32.68;Bajo;5 o más;Bachillerato;2 o más;1
39.17;Alto;5 o más;Universitario;2 o más;1
44.46;Bajo;5 o más;Bachillerato;2 o más;1
28.21;Medio;5 o más;Bachillerato;2 o más;1
37.56;Medio;5 o más;Bachillerato;1 o ninguno;1
41.7;Medio;Menos de 5;Bachillerato;1 o ninguno;1
29.96;Bajo;5 o más;Bachillerato;2 o más;1
26.81;Bajo;5 o más;Bachillerato;2 o más;1
47.55;Alto;5 o más;Bachillerato;2 o más;1
36.92;Bajo;5 o más;Bachillerato;2 o más;1
21.1;Bajo;5 o más;Bachillerato;2 o más;1
40.12;Medio;5 o más;Bachillerato;2 o más;1
42.72;Bajo;5 o más;Universitario;2 o más;1
20.87;Medio;5 o más;Universitario;2 o más;1
22.56;Bajo;5 o más;Bachillerato;2 o más;1
30.41;Bajo;5 o más;Bachillerato;2 o más;1
22.93;Bajo;5 o más;Bachillerato;2 o más;1
40.12;Bajo;5 o más;Universitario;2 o más;1
26.94;Bajo;5 o más;Bachillerato;2 o más;1
20.36;Medio;5 o más;Bachillerato;2 o más;1
22.15;Bajo;5 o más;Universitario;2 o más;1
29.72;Bajo;5 o más;Universitario;2 o más;1
24.87;Bajo;5 o más;Universitario;2 o más;1
27.49;Bajo;5 o más;Universitario;2 o más;1
35.6;Bajo;5 o más;Universitario;2 o más;1
29.77;Medio;5 o más;Bachillerato;2 o más;1
34.26;Medio;Menos de 5;Universitario;1 o ninguno;1
29.94;Medio;5 o más;Universitario;2 o más;1
37.75;Medio;5 o más;Universitario;2 o más;1
36.83;Bajo;5 o más;Bachillerato;2 o más;1
27.93;Medio;5 o más;Bachillerato;2 o más;1
38.4;Bajo;5 o más;Bachillerato;2 o más;1
35.56;Bajo;5 o más;Bachillerato;1 o ninguno;1
36.23;Medio;5 o más;Bachillerato;2 o más;1
36.73;Bajo;5 o más;Universitario;2 o más;1
30.62;Bajo;5 o más;Universitario;2 o más;1
28.46;Medio;5 o más;Bachillerato;1 o ninguno;1
29.11;Medio;5 o más;Universitario;2 o más;1
32.43;Medio;5 o más;Bachillerato;1 o ninguno;1
34.08;Bajo;5 o más;Bachillerato;2 o más;1
31.75;Bajo;5 o más;Bachillerato;2 o más;1
31.98;Medio;5 o más;Bachillerato;1 o ninguno;1
20.17;Bajo;5 o más;Universitario;2 o más;1
23.06;Medio;5 o más;Universitario;2 o más;1
36.4;Medio;5 o más;Bachillerato;2 o más;1
38.61;Bajo;5 o más;Universitario;2 o más;1
29.49;Alto;Menos de 5;Universitario;1 o ninguno;1
31.04;Bajo;5 o más;Bachillerato;2 o más;1
32.42;Medio;5 o más;Universitario;2 o más;1
34.39;Medio;5 o más;Bachillerato;2 o más;1
24.31;Medio;5 o más;Universitario;2 o más;1
53.82;Medio;5 o más;Universitario;2 o más;1
23.29;Bajo;Menos de 5;Universitario;1 o ninguno;1
29.08;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
38.27;Alto;5 o más;Universitario;2 o más;1
37.86;Bajo;5 o más;Bachillerato;2 o más;1
20.01;Medio;5 o más;Bachillerato;2 o más;1
20.31;Medio;5 o más;Universitario;2 o más;1
26.66;Bajo;5 o más;Bachillerato;1 o ninguno;1
38.84;Bajo;5 o más;Bachillerato;2 o más;1
35.18;Medio;5 o más;Universitario;2 o más;1
27.77;Medio;5 o más;Bachillerato;2 o más;1
28.9;Medio;5 o más;Bachillerato;2 o más;1
32.76;Alto;5 o más;Universitario;2 o más;1
23.04;Medio;5 o más;Bachillerato;2 o más;1
21.97;Alto;Menos de 5;Universitario;1 o ninguno;1
36.62;Bajo;5 o más;Bachillerato;2 o más;1
41.59;Medio;5 o más;Bachillerato;2 o más;1
20.2;Bajo;5 o más;Universitario;1 o ninguno;1
29.11;Alto;5 o más;Bachillerato;1 o ninguno;1
27.31;Medio;5 o más;Bachillerato;2 o más;1
50.12;Bajo;5 o más;Bachillerato;2 o más;1
36.05;Bajo;5 o más;Bachillerato;2 o más;1
30.76;Bajo;5 o más;Universitario;1 o ninguno;1
20.49;Medio;5 o más;Universitario;2 o más;1
30.79;Bajo;5 o más;Bachillerato;2 o más;1
25.5;Medio;5 o más;Universitario;2 o más;1
20.87;Bajo;5 o más;Universitario;2 o más;1
26.96;Bajo;5 o más;Bachillerato;2 o más;1
34.04;Bajo;5 o más;Bachillerato;2 o más;1
21.18;Bajo;5 o más;Bachillerato;2 o más;1
27.38;Bajo;5 o más;Bachillerato;2 o más;1
37.57;Medio;5 o más;Universitario;2 o más;1
35.76;Bajo;5 o más;Bachillerato;2 o más;1
27.14;Bajo;5 o más;Universitario;2 o más;1
30.25;Medio;5 o más;Universitario;2 o más;1
34.67;Medio;Menos de 5;Bachillerato;1 o ninguno;1
29.49;Bajo;5 o más;Bachillerato;2 o más;1
28.61;Medio;5 o más;Bachillerato;2 o más;1
24.76;Bajo;5 o más;Bachillerato;2 o más;1
29.58;Alto;5 o más;Bachillerato;2 o más;1
27.84;Medio;5 o más;Bachillerato;2 o más;1
21.7;Medio;5 o más;Bachillerato;2 o más;1
33.11;Bajo;5 o más;Universitario;2 o más;1
24.6;Alto;5 o más;Universitario;2 o más;1
26.52;Alto;5 o más;Bachillerato;2 o más;1
22.59;Medio;5 o más;Universitario;2 o más;1
30.89;Bajo;5 o más;Bachillerato;2 o más;1
44.2;Bajo;5 o más;Bachillerato;2 o más;1
24.49;Bajo;5 o más;Universitario;2 o más;1
21.11;Medio;5 o más;Bachillerato;2 o más;1
24.12;Medio;5 o más;Universitario;2 o más;1
36.89;Medio;5 o más;Universitario;2 o más;1
32.17;Bajo;5 o más;Bachillerato;2 o más;1
24.55;Medio;5 o más;Bachillerato;2 o más;1
34.05;Medio;5 o más;Universitario;2 o más;1
33.58;Medio;5 o más;Bachillerato;2 o más;1
27.33;Bajo;5 o más;Universitario;2 o más;1
21.05;Bajo;Menos de 5;Universitario;1 o ninguno;1
29.3;Bajo;5 o más;Bachillerato;2 o más;1
26.09;Medio;5 o más;Universitario;2 o más;1
42.47;Medio;5 o más;Universitario;2 o más;1
23.29;Bajo;5 o más;Bachillerato;2 o más;1
27.46;Bajo;5 o más;Universitario;2 o más;1
20.21;Medio;5 o más;Universitario;2 o más;1
27.31;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
24.05;Bajo;5 o más;Universitario;2 o más;1
27.65;Bajo;5 o más;Universitario;1 o ninguno;1
35.27;Bajo;5 o más;Universitario;2 o más;1
25.67;Alto;5 o más;Bachillerato;2 o más;1
20.48;Medio;5 o más;Universitario;1 o ninguno;1
41.62;Medio;5 o más;Bachillerato;2 o más;1
40.8;Medio;5 o más;Universitario;2 o más;1
21.77;Medio;5 o más;Universitario;2 o más;1
33.21;Medio;5 o más;Universitario;2 o más;1
26.09;Medio;5 o más;Bachillerato;2 o más;1
25.99;Bajo;5 o más;Universitario;2 o más;1
28.82;Medio;5 o más;Universitario;2 o más;1
29.81;Bajo;5 o más;Bachillerato;2 o más;1
26.96;Medio;5 o más;Universitario;2 o más;1
27.7;Alto;5 o más;Universitario;2 o más;1
36.23;Medio;5 o más;Bachillerato;2 o más;1
40.65;Medio;5 o más;Universitario;1 o ninguno;1
23.78;Medio;5 o más;Universitario;2 o más;1
29.41;Bajo;5 o más;Universitario;2 o más;1
29.95;Bajo;5 o más;Universitario;2 o más;1
51.28;Bajo;5 o más;Universitario;2 o más;1
30.41;Bajo;5 o más;Bachillerato;2 o más;1
21.26;Medio;5 o más;Universitario;2 o más;1
20.62;Bajo;Menos de 5;Bachillerato;2 o más;1
32.6;Bajo;5 o más;Bachillerato;2 o más;1
37.79;Alto;5 o más;Bachillerato;2 o más;1
40.23;Bajo;5 o más;Universitario;2 o más;1
33.95;Medio;5 o más;Universitario;2 o más;1
25.98;Medio;Menos de 5;Universitario;1 o ninguno;1
23.96;Bajo;5 o más;Bachillerato;2 o más;1
26.86;Medio;5 o más;Universitario;2 o más;1
24.38;Medio;5 o más;Universitario;2 o más;1
33.98;Alto;5 o más;Bachillerato;1 o ninguno;1
22.18;Medio;5 o más;Universitario;2 o más;1
46.54;Medio;5 o más;Universitario;2 o más;1
33.71;Medio;5 o más;Universitario;2 o más;1
25.01;Alto;5 o más;Universitario;2 o más;1
29.02;Bajo;5 o más;Universitario;2 o más;1
31.35;Medio;5 o más;Universitario;1 o ninguno;1
24.14;Bajo;5 o más;Bachillerato;2 o más;1
25.84;Medio;5 o más;Universitario;2 o más;1
40.04;Medio;5 o más;Universitario;2 o más;1
47.44;Medio;5 o más;Universitario;2 o más;1
40.99;Bajo;5 o más;Universitario;2 o más;1
46.48;Bajo;5 o más;Universitario;2 o más;1
21.38;Medio;5 o más;Bachillerato;2 o más;1
22.17;Bajo;5 o más;Bachillerato;2 o más;1
31.39;Bajo;5 o más;Universitario;2 o más;1
35.33;Bajo;Menos de 5;Universitario;1 o ninguno;1
27.96;Bajo;5 o más;Universitario;2 o más;1
20.56;Bajo;5 o más;Universitario;2 o más;1
26.4;Bajo;5 o más;Bachillerato;2 o más;1
43.92;Bajo;5 o más;Bachillerato;2 o más;1
33.65;Medio;Menos de 5;Universitario;1 o ninguno;1
22.53;Medio;5 o más;Universitario;2 o más;1
25.53;Medio;5 o más;Bachillerato;2 o más;1
26.07;Bajo;5 o más;Bachillerato;1 o ninguno;1
26.77;Medio;5 o más;Universitario;2 o más;1
20.49;Bajo;5 o más;Universitario;2 o más;1
33.13;Medio;5 o más;Universitario;2 o más;1
42;Bajo;5 o más;Bachillerato;2 o más;1
27.99;Medio;5 o más;Universitario;2 o más;1
36.36;Bajo;5 o más;Universitario;2 o más;1
23.51;Medio;5 o más;Bachillerato;2 o más;1
23.32;Medio;5 o más;Bachillerato;2 o más;1
23.26;Medio;5 o más;Universitario;2 o más;1
27.38;Medio;5 o más;Bachillerato;2 o más;1
36.42;Bajo;5 o más;Bachillerato;2 o más;1
34.32;Medio;5 o más;Bachillerato;2 o más;1
30.59;Bajo;5 o más;Universitario;2 o más;1
27.94;Medio;5 o más;Bachillerato;2 o más;1
35.46;Medio;5 o más;Bachillerato;2 o más;1
23.89;Medio;5 o más;Bachillerato;2 o más;1
30.6;Medio;5 o más;Universitario;2 o más;1
29.35;Bajo;5 o más;Bachillerato;2 o más;1
22.18;Bajo;Menos de 5;Bachillerato;2 o más;1
21.15;Bajo;5 o más;Universitario;2 o más;1
38.19;Alto;5 o más;Bachillerato;2 o más;1
33.55;Bajo;5 o más;Bachillerato;2 o más;1
33.15;Medio;5 o más;Universitario;2 o más;1
24.45;Bajo;5 o más;Bachillerato;2 o más;1
20.93;Medio;5 o más;Bachillerato;2 o más;1
31.16;Medio;5 o más;Universitario;2 o más;1
24.74;Bajo;5 o más;Bachillerato;1 o ninguno;1
42.76;Bajo;5 o más;Universitario;2 o más;1
21.01;Bajo;5 o más;Bachillerato;2 o más;1
32.16;Bajo;5 o más;Universitario;2 o más;1
29.44;Medio;5 o más;Universitario;2 o más;1
29.53;Alto;5 o más;Universitario;2 o más;1
20.12;Medio;5 o más;Bachillerato;2 o más;1
41.63;Bajo;5 o más;Universitario;2 o más;1
34.84;Bajo;5 o más;Bachillerato;2 o más;1
39.27;Medio;5 o más;Bachillerato;2 o más;1
37.61;Bajo;5 o más;Universitario;2 o más;1
24.77;Medio;5 o más;Bachillerato;2 o más;1
25.86;Bajo;5 o más;Bachillerato;2 o más;1
24.91;Medio;Menos de 5;Bachillerato;1 o ninguno;1
21.84;Medio;5 o más;Bachillerato;2 o más;1
35.9;Medio;5 o más;Universitario;2 o más;1
34.17;Bajo;5 o más;Universitario;2 o más;1
25.81;Medio;5 o más;Universitario;2 o más;1
20.03;Medio;5 o más;Universitario;2 o más;1
40.1;Bajo;5 o más;Bachillerato;2 o más;1
26.39;Medio;5 o más;Bachillerato;2 o más;1
23.95;Bajo;5 o más;Bachillerato;1 o ninguno;1
39.81;Bajo;5 o más;Universitario;2 o más;1
41.3;Bajo;5 o más;Universitario;2 o más;1
27.56;Medio;5 o más;Bachillerato;2 o más;1
20;Medio;5 o más;Universitario;1 o ninguno;1
22.96;Bajo;5 o más;Universitario;2 o más;1
24.83;Medio;5 o más;Bachillerato;2 o más;1
26.72;Medio;5 o más;Bachillerato;2 o más;1
22.17;Bajo;5 o más;Bachillerato;2 o más;1
20.27;Medio;5 o más;Bachillerato;2 o más;1
45.04;Medio;5 o más;Universitario;2 o más;1
38.97;Medio;5 o más;Universitario;2 o más;1
33.88;Bajo;Menos de 5;Universitario;1 o ninguno;1
29.3;Alto;5 o más;Bachillerato;1 o ninguno;1
20.88;Bajo;5 o más;Universitario;2 o más;1
34.09;Medio;5 o más;Universitario;1 o ninguno;1
25.68;Bajo;5 o más;Universitario;2 o más;1
33.74;Medio;Menos de 5;Universitario;1 o ninguno;1
37.54;Medio;5 o más;Universitario;2 o más;1
36.29;Medio;5 o más;Bachillerato;2 o más;1
22.09;Medio;5 o más;Bachillerato;2 o más;1
22.01;Bajo;5 o más;Universitario;2 o más;1
35;Bajo;5 o más;Universitario;2 o más;1
22.14;Bajo;5 o más;Universitario;2 o más;1
38.89;Medio;5 o más;Universitario;2 o más;1
20.94;Bajo;Menos de 5;Universitario;1 o ninguno;1
25.98;Medio;5 o más;Bachillerato;2 o más;1
30.27;Bajo;5 o más;Universitario;2 o más;1
34.54;Bajo;5 o más;Bachillerato;2 o más;1
32.54;Medio;5 o más;Universitario;1 o ninguno;1
26.78;Medio;5 o más;Bachillerato;1 o ninguno;1
31.07;Bajo;5 o más;Bachillerato;1 o ninguno;1
25.38;Bajo;5 o más;Bachillerato;2 o más;1
27.61;Alto;5 o más;Bachillerato;2 o más;1
23.86;Bajo;5 o más;Bachillerato;2 o más;1
21.42;Medio;5 o más;Bachillerato;2 o más;1
34.98;Medio;5 o más;Universitario;2 o más;1
31.74;Bajo;5 o más;Universitario;2 o más;1
31.06;Bajo;5 o más;Bachillerato;2 o más;1
24.95;Medio;Menos de 5;Universitario;1 o ninguno;1
37.86;Medio;5 o más;Bachillerato;2 o más;1
22.18;Alto;5 o más;Universitario;1 o ninguno;1
24.25;Bajo;5 o más;Universitario;2 o más;1
24.17;Medio;5 o más;Bachillerato;1 o ninguno;1
44.11;Bajo;5 o más;Bachillerato;2 o más;1
41.43;Bajo;5 o más;Bachillerato;2 o más;1
24.86;Bajo;5 o más;Universitario;2 o más;1
22.71;Medio;5 o más;Universitario;2 o más;1
23.34;Alto;5 o más;Bachillerato;2 o más;1
24.02;Alto;5 o más;Universitario;2 o más;1
47.97;Bajo;5 o más;Bachillerato;2 o más;1
20.31;Medio;5 o más;Bachillerato;2 o más;1
46.56;Bajo;5 o más;Bachillerato;2 o más;1
25.95;Bajo;5 o más;Bachillerato;2 o más;1
32.27;Bajo;5 o más;Universitario;2 o más;1
23.86;Bajo;5 o más;Universitario;2 o más;1
26.58;Alto;5 o más;Bachillerato;1 o ninguno;1
33.83;Medio;5 o más;Bachillerato;2 o más;1
29.48;Bajo;5 o más;Bachillerato;1 o ninguno;1
24.92;Medio;5 o más;Universitario;2 o más;1
27.18;Medio;Menos de 5;Bachillerato;1 o ninguno;1
27.79;Alto;5 o más;Universitario;2 o más;1
26.97;Alto;5 o más;Universitario;2 o más;1
28.98;Bajo;5 o más;Bachillerato;2 o más;1
22.73;Medio;5 o más;Universitario;2 o más;1
21.85;Medio;5 o más;Universitario;2 o más;1
30.8;Medio;5 o más;Universitario;2 o más;1
21.34;Bajo;5 o más;Universitario;2 o más;1
23.98;Bajo;5 o más;Bachillerato;2 o más;1
20.97;Medio;5 o más;Bachillerato;2 o más;1
22.73;Medio;Menos de 5;Bachillerato;1 o ninguno;1
26.96;Alto;5 o más;Universitario;2 o más;1
29.42;Bajo;5 o más;Bachillerato;2 o más;1
38.15;Medio;5 o más;Bachillerato;2 o más;1
30.38;Medio;5 o más;Bachillerato;2 o más;1
24.59;Medio;5 o más;Universitario;2 o más;1
23.25;Medio;5 o más;Universitario;2 o más;1
26.72;Bajo;5 o más;Bachillerato;1 o ninguno;1
28.76;Bajo;5 o más;Universitario;2 o más;1
28.67;Medio;Menos de 5;Universitario;1 o ninguno;1
24.54;Bajo;5 o más;Universitario;2 o más;1
35.47;Alto;5 o más;Universitario;2 o más;1
22.39;Bajo;5 o más;Bachillerato;2 o más;1
27.89;Bajo;5 o más;Universitario;2 o más;1
31.89;Bajo;5 o más;Universitario;2 o más;1
21.28;Medio;5 o más;Bachillerato;2 o más;1
40.64;Alto;5 o más;Bachillerato;2 o más;1
31.62;Bajo;5 o más;Bachillerato;2 o más;1
29.25;Medio;5 o más;Bachillerato;2 o más;1
27.63;Alto;5 o más;Bachillerato;2 o más;1
37.19;Medio;5 o más;Bachillerato;2 o más;1
24.56;Medio;Menos de 5;Bachillerato;1 o ninguno;1
24.88;Bajo;5 o más;Bachillerato;2 o más;1
22.75;Alto;5 o más;Universitario;2 o más;1
24.56;Medio;5 o más;Universitario;2 o más;1
32.31;Bajo;5 o más;Universitario;2 o más;1
22.06;Medio;5 o más;Universitario;2 o más;1
26.68;Bajo;5 o más;Bachillerato;2 o más;1
27.51;Medio;5 o más;Bachillerato;2 o más;1
43.87;Medio;5 o más;Universitario;2 o más;1
22.61;Medio;5 o más;Universitario;2 o más;1
36.36;Medio;5 o más;Bachillerato;2 o más;1
25.69;Bajo;5 o más;Bachillerato;2 o más;1
36.36;Bajo;Menos de 5;Universitario;1 o ninguno;1
35.69;Alto;5 o más;Universitario;2 o más;1
36.77;Medio;5 o más;Universitario;2 o más;1
24.47;Bajo;5 o más;Bachillerato;2 o más;1
46.76;Medio;5 o más;Universitario;2 o más;1
22.91;Bajo;5 o más;Universitario;2 o más;1
23.26;Bajo;5 o más;Universitario;2 o más;1
28.46;Bajo;5 o más;Bachillerato;1 o ninguno;1
24.83;Bajo;5 o más;Universitario;2 o más;1
25.57;Medio;5 o más;Universitario;2 o más;1
20.02;Medio;5 o más;Universitario;2 o más;1
30.76;Medio;5 o más;Universitario;2 o más;1
33.1;Bajo;5 o más;Bachillerato;2 o más;1
22.63;Bajo;5 o más;Bachillerato;2 o más;1
21.15;Bajo;5 o más;Bachillerato;2 o más;1
23.5;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
23.97;Alto;5 o más;Universitario;2 o más;1
20.79;Bajo;5 o más;Universitario;2 o más;1
28.93;Alto;5 o más;Universitario;2 o más;1
20.52;Bajo;5 o más;Universitario;2 o más;1
27.21;Medio;5 o más;Universitario;1 o ninguno;1
34.75;Bajo;5 o más;Universitario;2 o más;1
26.13;Medio;5 o más;Universitario;2 o más;1
24.61;Medio;5 o más;Bachillerato;2 o más;1
20.49;Bajo;5 o más;Universitario;2 o más;1
29.01;Bajo;5 o más;Bachillerato;2 o más;1
23.38;Medio;5 o más;Universitario;2 o más;1
28.85;Alto;5 o más;Bachillerato;2 o más;1
21.15;Bajo;5 o más;Universitario;2 o más;1
26.4;Alto;5 o más;Universitario;2 o más;1
24.89;Medio;5 o más;Universitario;2 o más;1
27.19;Medio;5 o más;Universitario;2 o más;1
30.92;Medio;5 o más;Bachillerato;2 o más;1
41.79;Bajo;5 o más;Bachillerato;2 o más;1
33.73;Medio;5 o más;Universitario;2 o más;1
39.26;Bajo;5 o más;Universitario;2 o más;1
38.45;Bajo;5 o más;Bachillerato;1 o ninguno;1
41.05;Medio;5 o más;Bachillerato;2 o más;1
22.72;Medio;5 o más;Universitario;2 o más;1
23.16;Medio;5 o más;Universitario;2 o más;1
22.84;Bajo;5 o más;Bachillerato;2 o más;1
30.57;Medio;5 o más;Universitario;2 o más;1
29.79;Bajo;5 o más;Bachillerato;2 o más;1
51.58;Bajo;5 o más;Universitario;2 o más;1
22.33;Medio;5 o más;Universitario;2 o más;1
37.85;Medio;5 o más;Universitario;2 o más;1
35.94;Medio;5 o más;Universitario;2 o más;1
33.4;Alto;5 o más;Universitario;2 o más;1
23.29;Medio;5 o más;Bachillerato;2 o más;1
42.43;Bajo;5 o más;Bachillerato;2 o más;1
30.69;Bajo;5 o más;Universitario;2 o más;1
29.56;Medio;5 o más;Bachillerato;2 o más;1
37.31;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
28.27;Bajo;5 o más;Universitario;2 o más;1
30.66;Medio;5 o más;Universitario;2 o más;1
24.89;Bajo;5 o más;Universitario;2 o más;1
30.93;Alto;5 o más;Bachillerato;2 o más;1
26.3;Medio;5 o más;Universitario;2 o más;1
26.28;Bajo;5 o más;Bachillerato;2 o más;1
47.66;Bajo;5 o más;Bachillerato;2 o más;1
42.85;Bajo;5 o más;Bachillerato;2 o más;1
22.73;Bajo;5 o más;Universitario;2 o más;1
30.81;Bajo;5 o más;Bachillerato;2 o más;1
31.6;Alto;5 o más;Bachillerato;2 o más;1
27.4;Bajo;5 o más;Universitario;2 o más;1
31.85;Alto;5 o más;Bachillerato;1 o ninguno;1
31.37;Medio;5 o más;Bachillerato;2 o más;1
25.58;Medio;5 o más;Bachillerato;2 o más;1
25.65;Medio;5 o más;Bachillerato;2 o más;1
29.75;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
20.37;Bajo;5 o más;Universitario;2 o más;1
25.63;Medio;5 o más;Universitario;1 o ninguno;1
34;Bajo;5 o más;Bachillerato;2 o más;1
26.71;Bajo;5 o más;Universitario;2 o más;1
32.91;Alto;5 o más;Universitario;1 o ninguno;1
36.28;Medio;5 o más;Bachillerato;2 o más;1
29.28;Medio;5 o más;Bachillerato;2 o más;1
34.26;Alto;Menos de 5;Universitario;1 o ninguno;1
27.49;Bajo;5 o más;Bachillerato;2 o más;1
23.65;Alto;Menos de 5;Bachillerato;2 o más;1
20.31;Bajo;5 o más;Bachillerato;2 o más;1
26.43;Bajo;5 o más;Universitario;2 o más;1
40.62;Bajo;Menos de 5;Universitario;1 o ninguno;1
20.91;Medio;5 o más;Universitario;2 o más;1
30.03;Alto;5 o más;Universitario;2 o más;1
21.95;Medio;5 o más;Universitario;2 o más;1
22.57;Alto;5 o más;Bachillerato;2 o más;1
30.23;Medio;5 o más;Universitario;2 o más;1
22.4;Bajo;5 o más;Universitario;2 o más;1
31.41;Bajo;5 o más;Bachillerato;2 o más;1
34.42;Bajo;5 o más;Universitario;2 o más;1
41.31;Medio;5 o más;Bachillerato;2 o más;1
27.63;Bajo;5 o más;Universitario;2 o más;1
31.35;Alto;Menos de 5;Bachillerato;1 o ninguno;1
48.86;Bajo;5 o más;Bachillerato;2 o más;1
34.23;Bajo;5 o más;Bachillerato;2 o más;1
42.08;Medio;5 o más;Bachillerato;2 o más;1
40.53;Alto;5 o más;Universitario;2 o más;1
27.63;Medio;5 o más;Bachillerato;2 o más;1
21.38;Medio;5 o más;Universitario;2 o más;1
35.41;Medio;5 o más;Bachillerato;2 o más;1
42.81;Medio;5 o más;Bachillerato;2 o más;1
21.74;Bajo;5 o más;Bachillerato;1 o ninguno;1
41.06;Bajo;5 o más;Universitario;2 o más;1
22.85;Medio;5 o más;Universitario;2 o más;1
33.48;Alto;5 o más;Bachillerato;2 o más;1
54.8;Alto;5 o más;Bachillerato;2 o más;1
24.07;Alto;5 o más;Bachillerato;2 o más;1
25.78;Medio;5 o más;Bachillerato;2 o más;1
47.26;Bajo;5 o más;Bachillerato;2 o más;1
32.08;Bajo;5 o más;Universitario;2 o más;1
21.5;Medio;5 o más;Bachillerato;1 o ninguno;1
23.83;Bajo;Menos de 5;Universitario;1 o ninguno;1
39.53;Medio;5 o más;Universitario;2 o más;1
29.73;Alto;Menos de 5;Bachillerato;1 o ninguno;1
28.42;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
41.1;Alto;5 o más;Universitario;1 o ninguno;1
28.43;Medio;5 o más;Bachillerato;2 o más;1
25.23;Bajo;5 o más;Bachillerato;2 o más;1
30.82;Medio;5 o más;Bachillerato;2 o más;1
29.17;Medio;5 o más;Bachillerato;1 o ninguno;1
29.99;Alto;5 o más;Universitario;2 o más;1
27.84;Bajo;5 o más;Universitario;2 o más;1
20.96;Medio;5 o más;Bachillerato;2 o más;1
30.23;Medio;Menos de 5;Universitario;1 o ninguno;1
41.32;Medio;5 o más;Bachillerato;2 o más;1
23.04;Bajo;5 o más;Universitario;2 o más;1
27.03;Medio;5 o más;Universitario;2 o más;1
38.36;Bajo;5 o más;Bachillerato;2 o más;1
49.62;Bajo;5 o más;Bachillerato;2 o más;1
30.34;Medio;5 o más;Bachillerato;2 o más;1
27.93;Medio;5 o más;Bachillerato;2 o más;1
21.66;Bajo;5 o más;Bachillerato;2 o más;1
24.34;Bajo;5 o más;Universitario;2 o más;1
23.73;Bajo;5 o más;Bachillerato;2 o más;1
20.45;Medio;5 o más;Bachillerato;2 o más;1
29.27;Bajo;5 o más;Bachillerato;2 o más;1
23.38;Medio;5 o más;Bachillerato;2 o más;1
27.32;Bajo;5 o más;Universitario;2 o más;1
20.75;Medio;5 o más;Bachillerato;2 o más;1
20.82;Bajo;Menos de 5;Bachillerato;2 o más;1
29.62;Bajo;5 o más;Bachillerato;2 o más;1
21.86;Bajo;5 o más;Universitario;2 o más;1
45.51;Medio;5 o más;Bachillerato;2 o más;1
26.94;Medio;5 o más;Universitario;1 o ninguno;1
22.26;Medio;5 o más;Universitario;2 o más;1
20.76;Medio;Menos de 5;Bachillerato;1 o ninguno;1
39.16;Medio;5 o más;Universitario;2 o más;1
33.42;Bajo;5 o más;Bachillerato;2 o más;1
23.02;Medio;5 o más;Bachillerato;2 o más;1
56.91;Alto;Menos de 5;Universitario;1 o ninguno;0
50.53;Medio;5 o más;Universitario;2 o más;0
27.02;Alto;Menos de 5;Universitario;1 o ninguno;0
28.1;Bajo;Menos de 5;Universitario;1 o ninguno;0
29.53;Alto;Menos de 5;Universitario;2 o más;0
28.02;Alto;5 o más;Universitario;2 o más;0
42.44;Alto;5 o más;Universitario;1 o ninguno;0
35.03;Medio;5 o más;Universitario;1 o ninguno;0
23.94;Medio;Menos de 5;Universitario;1 o ninguno;0
35.74;Alto;Menos de 5;Universitario;1 o ninguno;0
