
ID;Edad;Experiencia;Ingreso;Postal;Familia;credito;educacion;cuenta de ahorros;servicios online;tarjeta de credito
4043;29;3;190;92612;2;4,5;1;0;1;1
3886;32;2;69;93943;4;4;3;0;1;0
3533;38;12;141;94022;2;0;1;0;1;1
1066;25;1;113;90401;3;2,5;1;0;0;1
2019;63;39;160;90089;2;2,1;1;0;1;1
2239;48;22;35;92709;1;1,4;3;0;1;0
607;34;8;81;91741;3;0,9;2;0;1;0
827;48;21;23;93555;3;0,67;2;0;1;0
4200;43;19;81;90630;4;0,2;3;0;0;1
2149;54;30;58;92007;2;3,2;3;0;0;0
228;47;23;148;94551;2;7,5;1;0;1;1
4046;57;31;38;94720;4;0,7;2;0;1;0
2510;36;11;8;93401;4;0,2;3;0;0;1
1456;63;39;160;91330;2;2,1;1;0;0;1
2481;39;13;50;91768;2;2,4;2;0;0;0
2862;42;18;60;92677;4;0,2;3;0;0;1
4020;62;36;28;95020;3;0,7;2;0;1;0
2245;57;31;53;92806;1;0,8;2;0;0;0
3921;34;8;82;93106;2;1,5;3;1;1;1
982;36;12;142;90064;3;2,3;2;0;1;1
3344;62;37;125;94801;1;1;3;0;1;0
3295;42;12;29;93611;3;2;3;0;0;0
2849;24;-1;78;94720;2;1,8;2;0;0;0
1203;35;11;24;95521;4;0,4;2;0;0;0
4158;34;10;22;94545;3;0,9;3;0;1;0
1662;38;14;64;92093;1;1,5;3;0;0;1
2316;52;26;182;95818;2;1,4;2;0;1;0
160;61;35;41;94545;4;1,7;2;1;1;0
84;33;9;50;94305;1;2,4;2;0;0;0
4928;43;19;121;94720;1;0,7;2;0;1;1
1735;35;10;79;94720;4;2,1;3;0;1;0
2691;64;38;29;90245;3;0,7;2;0;1;0
3263;44;19;85;90024;2;3,8;3;0;1;0
2582;60;34;25;94132;4;0,7;3;0;1;0
1081;47;22;24;90717;4;0,4;2;0;1;0
1824;33;8;125;91320;1;0;1;0;1;1
3031;50;26;110;94509;3;1,8;2;0;1;0
1585;46;20;25;93401;4;0,6;3;0;0;0
2039;50;24;150;94551;1;7,3;1;0;1;1
4456;56;31;28;94040;1;1,5;2;1;1;1
3317;56;26;63;94501;3;2;3;0;1;0
3629;42;18;131;94949;1;3,4;1;0;0;1
516;41;16;113;92780;1;1;3;0;0;1
1498;45;21;73;95020;1;0,8;3;0;1;0
1756;28;3;55;92647;4;1,7;2;0;1;1
2692;61;36;119;95064;2;5,4;2;0;1;0
181;51;27;38;90401;2;1;3;0;1;0
890;24;-2;82;91103;2;1,6;3;0;1;1
1141;32;6;13;94611;4;0,3;1;0;1;1
3715;49;23;65;94720;2;0,4;3;0;0;1
1055;63;38;8;95136;4;0,6;2;0;1;0
459;48;24;20;95841;1;1;1;0;1;1
263;49;23;33;90245;1;0,3;3;0;1;1
4473;50;25;90;95616;1;2,8;2;0;1;0
1424;55;30;64;90250;2;2,3;3;0;0;0
308;42;18;33;90401;1;1,4;3;0;1;0
4525;48;24;79;94542;3;0,7;1;0;1;1
4205;40;16;61;91711;3;2,1;3;0;0;0
3232;62;37;24;90717;1;0,3;3;1;1;0
3460;26;1;88;94025;2;1,8;2;0;0;0
4274;44;19;83;95812;2;3,8;3;1;0;1
54;50;26;190;90245;3;2,1;3;0;1;0
2794;57;33;122;94301;2;6;1;1;1;1
4672;39;14;104;95035;1;4;3;0;1;2
740;49;23;82;91902;2;2,4;2;0;0;0
1481;67;42;32;93943;1;1,1;3;0;0;1
3229;27;2;45;94305;2;1,7;2;0;0;1
4860;34;8;165;91107;1;7;3;0;0;0
2963;23;-2;81;91711;2;1,8;2;0;0;0
4566;33;8;120;92614;2;4,2;3;0;0;1
3334;37;13;79;91711;4;0,1;2;0;1;0
3068;31;5;101;94501;1;2,9;3;1;0;0
4373;34;10;41;91765;1;2,4;2;0;0;0
2940;54;24;25;90016;4;0,4;3;0;0;1
1847;56;32;15;90089;1;0,1;2;0;1;0
1709;46;20;12;90250;4;0,6;3;0;0;1
2197;51;24;189;95211;4;4,75;2;0;1;0
954;51;26;28;92130;4;0,2;2;1;1;0
1823;48;23;112;93014;1;5,1;2;1;1;0
3310;52;27;43;94611;4;0,2;2;0;1;0
926;42;18;31;94720;1;0,3;3;0;0;1
3865;62;32;142;95112;2;2,8;3;0;0;2
2860;35;11;188;94596;1;0,9;3;0;1;0
2803;52;22;154;90650;1;5;3;1;1;1
1775;43;18;83;93109;3;0,5;3;0;0;1
1267;64;39;113;92121;1;0,8;3;0;0;2
1441;42;15;41;94610;3;2,5;2;0;1;0
1260;52;27;35;95616;4;0,2;2;0;1;0
2780;59;35;168;95521;4;4,1;2;0;1;0
4678;25;0;38;93407;2;1,6;3;0;0;0
2334;45;21;61;95812;3;0,7;1;1;1;1
1746;37;12;40;90065;2;1,1;2;1;0;1
777;50;26;135;92121;2;4,6;3;0;1;1
3959;59;34;23;90009;4;0,4;2;0;0;0
2218;48;24;162;91355;4;3,3;2;0;1;0
1169;62;37;38;91706;1;1,1;3;0;1;0
96;38;12;48;95617;4;0,2;3;0;1;0
1653;48;18;182;92626;4;6;3;0;1;0
48;37;12;194;91380;4;0,2;3;1;1;1
2952;26;2;132;94720;2;2,4;3;0;0;1
1135;39;14;42;95616;1;2,5;3;0;1;0
1525;40;16;155;94002;4;0,1;3;0;1;1
1764;48;24;134;94105;1;5;1;0;0;1
4635;42;17;29;94928;1;0,6;3;0;1;0
4177;44;18;75;95131;1;0,7;3;0;0;1
4779;52;27;22;90755;4;0,8;1;0;1;1
4918;36;10;33;95616;4;1,2;2;1;1;0
2719;59;33;68;95064;2;2,3;3;1;0;0
387;30;5;41;95051;4;1,7;2;0;1;0
763;32;6;85;90504;1;2,7;2;0;1;0
3461;63;37;84;92691;4;2,4;3;0;1;1
3100;65;40;115;92647;1;2,5;1;0;0;1
2819;35;9;40;93943;3;0,9;1;0;1;1
2832;53;27;45;90405;2;0,8;3;0;1;1
3372;44;18;33;95351;3;0,5;2;0;0;0
1447;29;4;22;92661;2;0,9;3;0;0;0
965;27;1;78;92037;4;2,3;3;1;1;0
2388;28;2;51;94720;4;1,8;3;0;0;1
3363;30;4;18;90277;2;0,3;2;0;1;0
2122;41;17;38;92182;4;2,2;2;0;0;1
2667;32;7;100;92126;3;0,6;2;0;1;0
836;58;33;142;92691;2;3,9;1;0;1;1
4710;26;1;35;90089;2;1,7;2;0;0;1
853;33;7;29;92064;1;0,6;3;0;0;1
839;45;20;29;92507;4;1,9;3;0;0;0
3488;29;4;104;91711;4;1,8;3;0;0;1
4243;46;21;68;94720;1;0,2;2;0;1;0
1590;57;32;124;90049;1;0,2;2;0;1;0
2488;45;20;40;92886;1;0,5;3;1;1;0
1937;50;24;82;90291;3;3;2;0;1;0
4326;59;35;52;95616;4;1,5;1;0;1;1
4130;29;3;10;91320;4;0,4;1;0;1;1
3259;41;17;42;91910;4;2,2;2;1;1;0
4371;27;3;18;93524;1;0,4;3;0;0;0
1777;50;26;42;94080;4;1,1;2;0;1;0
4651;47;23;63;95521;1;0,8;3;0;1;0
1692;56;32;48;94117;1;1,6;3;0;0;1
2094;48;23;75;94111;4;3,6;3;0;1;1
849;57;32;19;94720;4;0,9;2;0;1;0
3006;62;36;148;94111;3;7;2;0;1;0
1519;43;17;64;95053;4;3;3;0;1;0
2554;39;15;91;93907;2;1,7;2;0;0;0
1371;30;5;20;94545;4;0,5;3;0;0;0
1045;49;24;79;95827;1;0,2;2;0;1;1
3215;61;37;33;91775;3;0,1;3;0;1;0
4986;48;23;30;94720;3;1,7;2;0;1;0
1349;38;14;35;95051;1;1,5;2;0;1;0
4929;57;33;28;90245;1;1,2;3;0;1;0
2137;50;26;115;95008;1;1,2;3;0;0;2
934;50;23;9;92064;2;1;2;0;1;0
2981;25;-1;53;94305;3;2,4;2;0;0;0
944;30;4;80;94701;4;1,8;2;0;0;0
4611;37;13;79;91330;1;3,6;2;0;1;0
1643;27;3;84;95814;3;1,5;1;0;1;1
1614;60;34;52;94305;4;1,7;2;1;1;0
2712;39;14;34;94939;4;1,7;1;0;1;1
2748;38;12;30;91765;2;1,4;3;0;0;1
2470;43;18;89;92780;1;0,1;2;0;0;1
946;57;32;33;91745;1;1,5;2;0;1;0
1903;39;14;85;94005;3;1,2;3;0;1;1
104;43;18;22;95670;2;0,3;2;0;1;0
4474;31;5;18;92115;2;0,3;1;0;1;1
229;47;22;53;92677;4;1,9;3;1;0;1
4032;42;18;29;91320;1;0,3;3;0;1;0
4800;44;20;33;94306;4;0,3;1;0;0;1
335;48;23;45;95053;1;1,3;2;0;1;0
1242;64;38;39;92120;1;0,5;3;1;1;1
1402;40;15;84;94521;1;3,7;3;0;1;0
2000;48;22;80;93940;2;2,4;2;0;1;0
1961;44;19;30;95616;4;0;2;0;1;0
4109;64;39;73;94025;3;2,2;1;1;0;1
373;56;30;44;93105;4;0,7;2;0;1;0
3630;50;26;82;95051;1;0;1;0;1;1
659;52;26;35;91711;3;0,9;3;0;0;0
683;58;34;12;90504;1;0,1;2;0;0;1
4476;43;18;59;95039;3;0,8;3;0;1;0
1047;51;26;34;94105;4;0,4;2;0;0;0
2951;42;16;55;95820;1;0,7;3;0;1;0
1286;38;13;113;94720;4;1,7;2;0;0;1
2001;28;2;22;95670;1;0,1;2;0;1;0
1749;49;23;79;95819;3;0,7;2;0;1;0
4757;30;4;78;92677;4;2,2;2;1;0;0
360;32;6;32;93106;1;1,9;3;0;1;0
4362;55;30;42;93940;2;2;2;0;0;1
4743;58;33;25;92121;4;0,9;2;0;1;1
3403;64;40;95;90095;2;0;3;0;1;1
1772;46;21;9;95023;2;0,7;3;0;1;0
629;49;24;51;90071;1;1,3;2;0;0;0
400;28;3;84;90024;4;0,2;1;0;1;1
2702;50;26;55;94305;1;1,6;2;0;1;0
722;49;24;39;92717;1;1,4;3;0;1;0
3864;34;10;21;91770;4;0,7;2;0;1;0
2797;57;32;30;94024;2;2;2;0;0;0
1368;62;38;42;95747;3;0,1;3;0;0;1
4413;34;10;19;91711;4;0,4;2;0;0;0
3560;51;25;68;94065;1;1,5;2;0;0;0
289;44;19;172;94306;2;4,3;3;1;1;1
4636;30;5;85;91910;2;2,5;1;1;1;1
2382;33;9;49;94928;1;2,4;2;0;1;0
91;55;30;118;90277;4;5,6;2;0;1;0
4034;54;24;69;93117;3;1,4;3;0;1;0
4270;47;23;12;92518;4;0,5;2;0;0;0
4519;53;28;30;94609;4;0,2;2;0;1;0
4894;42;12;39;94704;3;2;3;1;1;1
878;35;11;59;95123;4;0,1;2;0;0;0
2826;35;10;48;95060;1;2,5;3;0;1;0
3297;63;37;132;94080;1;4,4;2;0;1;0
382;55;29;73;95616;2;2,3;3;0;1;1
2644;63;38;14;92630;4;0,4;2;0;1;1
718;59;34;94;93940;3;0,5;1;0;0;1
4164;54;28;108;94110;4;1,9;2;0;1;0
2070;30;4;35;90059;4;0,8;1;0;1;1
2106;31;5;49;94114;4;1,8;3;0;1;1
176;45;20;85;91711;4;1,1;2;1;1;0
1074;33;8;122;94583;1;0;1;0;1;1
2047;43;16;161;95134;3;8;2;0;1;1
2968;38;14;95;94109;2;1,9;1;0;1;1
1549;57;32;21;92037;4;0,9;2;1;0;0
3755;63;37;112;93106;4;2,4;3;0;1;1
2359;53;27;63;93109;2;0,8;3;1;1;0
2546;25;-1;39;94720;3;2,4;2;0;1;0
3489;40;15;51;94117;2;1,1;2;0;1;0
3346;35;11;14;94720;4;1;1;0;1;1
496;25;0;44;94545;4;0,6;2;0;1;1
1238;38;13;169;92093;1;6,8;3;0;1;2
168;33;9;23;94305;3;0,9;3;0;1;1
2355;35;9;8;94043;1;0,4;2;0;1;0
1474;65;35;23;91711;1;1,5;3;0;1;0
4509;27;2;85;94117;1;1,9;1;0;1;1
581;52;22;22;90049;4;0,4;3;0;1;1
1116;51;24;84;94117;3;2;2;0;0;0
4392;46;22;113;94105;2;3,3;1;0;0;1
2373;34;10;45;93943;3;2,8;1;0;1;1
3978;54;27;51;94309;3;1;2;1;1;1
4949;44;20;43;95032;1;0,7;1;0;0;1
759;64;39;35;90266;1;1,5;2;1;0;0
3178;30;4;83;91007;2;1,5;3;0;0;1
4831;37;12;60;95616;4;2,1;3;0;1;0
4603;57;32;81;94305;2;3,7;1;0;1;1
2771;36;6;69;90024;4;4;3;0;1;0
693;26;2;30;94720;1;1;3;0;0;0
1492;38;12;38;94553;2;0,3;1;0;1;1
1991;32;8;29;92807;1;0,2;3;0;1;1
3349;61;35;18;94303;3;0,3;3;0;0;0
1171;35;10;104;91320;3;0,6;2;0;0;1
681;61;36;51;94706;3;1,5;1;0;0;1
344;35;5;22;93407;1;0,67;3;0;0;0
2159;50;25;83;94720;4;3,1;1;0;0;1
1747;62;36;25;90740;3;0,3;3;0;1;1
3999;34;10;41;94102;1;1,33;1;0;0;1
1631;41;17;99;92096;2;1,8;2;0;1;1
3615;34;10;154;94583;3;5,4;2;0;1;0
1594;63;38;83;91320;3;1,8;2;0;1;0
3635;59;35;73;90009;4;2,3;3;0;0;0
4446;49;25;135;90064;2;1,4;1;0;1;1
3605;63;38;59;92612;3;0,5;2;0;1;0
4587;58;32;61;91910;3;2,2;3;0;1;1
2231;36;11;183;94704;1;3;3;0;1;1
3251;36;11;101;90212;3;1,2;3;1;0;1
4517;58;32;12;95929;4;0,7;3;0;1;0
4895;48;22;74;93950;1;1,4;3;1;0;0
3235;37;12;114;91107;3;0,6;2;0;1;0
1852;34;8;60;94015;4;2,2;2;0;0;1
1834;34;9;178;94303;1;0,8;3;0;0;0
2035;59;33;91;92821;4;1,9;2;0;0;0
3459;48;23;191;95053;2;2,8;1;0;0;1
148;50;25;83;94542;4;3,6;3;0;1;0
3227;32;8;82;93943;3;1,5;1;0;1;1
4613;32;6;18;92007;2;0,3;2;0;1;0
1075;39;14;75;95762;3;3;1;0;0;1
660;63;39;79;93009;4;1,7;2;0;1;1
508;64;40;32;91380;3;0,1;3;0;1;0
4837;54;24;72;93943;3;1,4;3;0;0;1
2551;32;8;20;93106;1;0,5;3;0;1;0
2824;33;7;21;90095;1;0,6;3;1;0;0
2798;65;39;53;94608;1;2,5;3;0;1;0
3396;41;16;35;94061;2;1,4;2;0;0;0
2616;57;32;68;94542;4;0,7;1;0;1;1
2609;61;35;79;94024;2;2;1;0;1;1
232;35;10;61;94304;4;2,1;3;0;1;0
4178;47;23;75;93106;1;2,6;2;0;0;1
805;54;28;34;94061;4;0,7;2;0;1;0
3802;34;8;20;95616;2;0,3;1;0;1;1
1477;61;37;64;92028;1;0;2;0;0;1
521;61;37;54;90024;4;1,2;2;0;1;1
1106;35;10;182;95051;1;0,3;2;0;1;1
2575;45;18;10;92037;3;0,67;2;0;1;0
2563;45;21;39;92521;2;2,1;3;0;0;1
2224;53;28;74;91711;3;2;2;1;0;0
4441;43;19;75;90041;3;0,3;3;0;0;0
3077;29;-1;62;92672;2;1,75;3;0;0;1
4977;29;5;31;95039;1;1,8;2;0;1;1
1849;35;10;30;95032;3;1,3;1;1;1;1
1574;44;20;69;92028;1;0,8;3;0;1;1
1128;35;9;58;91101;1;2,5;1;0;1;1
1930;44;19;30;94501;1;0,6;3;0;1;0
3001;40;14;164;94720;1;4,3;2;0;0;0
887;54;29;74;93907;3;2;2;0;0;0
351;39;14;113;94301;1;1;3;1;1;0
4853;38;12;33;94708;4;1,5;3;1;0;1
2061;54;29;34;92093;4;0,1;3;0;1;1
2850;45;21;158;94085;2;6,67;1;0;1;1
2673;30;5;131;92068;3;0,5;3;0;0;0
966;62;36;135;94301;2;5,2;2;0;1;0
2344;58;34;55;90032;1;0,8;1;0;1;1
1122;30;6;49;91330;3;0,7;2;0;0;1
33;53;28;41;94801;2;0,6;3;0;0;0
3907;61;35;60;90245;1;2,5;3;0;1;0
3673;38;13;65;91320;3;0,5;3;0;1;0
3343;38;13;84;91330;3;1,2;3;0;1;1
4760;66;41;80;92093;4;0,1;2;0;1;0
75;28;3;135;94611;2;3,3;1;0;0;1
1012;52;27;39;94304;2;0,7;2;0;1;0
4971;37;13;95;95821;2;1,7;2;0;0;1
4596;32;7;101;90232;4;2,2;2;0;1;0
1032;56;32;25;95403;1;0,1;2;0;1;0
3993;47;22;95;93311;2;3,9;2;0;0;0
2363;40;15;31;94720;1;0,6;3;0;1;0
2543;54;30;79;92630;4;1,6;2;0;1;0
4871;55;30;28;94040;2;2;2;0;1;1
2984;56;32;90;95054;2;0,3;1;0;1;1
206;38;12;91;95616;4;1,4;2;0;0;1
4676;35;11;32;91360;1;1,33;1;0;1;1
3119;64;39;114;90095;1;0,8;3;0;1;1
1762;52;27;45;94720;2;2;2;0;0;1
2708;35;9;131;90089;3;0,3;3;0;1;1
1871;63;37;110;95032;1;4,1;3;0;0;1
4440;33;7;104;94542;2;3,6;3;0;0;1
4152;44;18;123;95841;3;5,9;1;0;1;1
540;57;32;21;94720;1;0,3;3;0;0;0
294;45;19;93;90095;4;2,6;3;0;0;0
3990;49;25;90;92709;4;1,4;2;1;1;0
1470;59;35;59;90005;4;1,2;2;0;1;0
4060;53;27;39;91330;4;1,5;3;0;1;0
1521;54;30;120;95039;1;7,4;1;0;1;1
980;50;26;48;94720;4;0,1;3;0;0;1
3928;59;34;38;90291;4;1,7;1;0;0;1
2612;33;8;78;95051;3;0,6;2;0;1;0
1836;47;23;171;94546;2;1,4;1;0;1;1
2467;24;-2;80;94105;2;1,6;3;0;1;0
951;32;6;112;95054;4;1,8;2;0;1;0
3392;55;29;94;94109;1;0,8;3;0;0;1
338;57;27;68;94117;1;1,4;3;0;1;0
4085;60;36;59;94124;1;0;2;1;0;0
1639;32;7;125;95133;1;0;1;0;1;1
4730;40;14;18;90049;4;1,5;3;0;0;0
1705;46;22;198;95521;2;6,67;1;0;0;1
2568;58;33;142;92333;2;3,9;1;0;0;1
4657;47;21;38;91101;3;0,6;2;1;0;0
2263;55;29;131;95070;2;0,7;2;0;0;1
1058;30;0;63;95503;2;1,75;3;0;1;0
3401;48;22;39;94065;1;1,2;2;0;0;0
1791;44;20;43;92124;1;0,3;3;1;0;1
788;45;15;202;91380;3;10;3;0;0;0
2405;41;15;75;95010;1;1,5;3;0;1;0
2486;61;36;48;94025;3;1,5;1;0;0;1
3327;53;27;174;91006;1;2,9;2;0;1;0
2059;33;7;18;92093;1;0,6;3;0;0;0
3607;43;18;9;96145;2;0;3;0;1;1
3070;47;20;68;91320;1;2,67;2;0;1;1
1972;42;17;72;95616;4;1,1;2;0;0;1
1217;50;25;84;91107;1;1,3;3;1;1;0
927;33;9;22;93940;4;0,4;2;0;1;0
3019;58;32;49;94005;1;1,4;1;0;1;1
193;50;23;85;92122;1;2,67;2;0;1;0
3510;38;12;61;91330;3;0,9;3;0;0;0
4721;41;15;88;90740;1;2,8;3;1;0;0
3201;48;23;70;92122;1;2,8;2;0;0;0
3330;35;10;132;94123;1;3,8;1;0;0;1
3861;31;6;64;92121;2;0,1;1;0;1;1
3081;48;22;40;94063;3;2,2;2;0;1;0
90;25;-1;113;94303;4;2,3;3;0;0;1
3903;45;21;39;93305;2;2,1;3;0;0;1
94;60;34;64;94550;2;1,7;3;1;1;0
147;46;19;84;94102;1;2,67;2;0;1;1
4306;26;1;54;91709;2;1,6;3;1;0;0
2572;34;8;40;91768;2;2;3;0;0;0
1996;35;11;41;94720;1;2,4;2;0;0;0
3226;52;28;38;95064;4;0,9;2;0;0;1
3623;54;29;60;94901;4;3,8;2;0;1;1



