Estado_civil;Residencia;Profesión;Casa;Genero;Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
5;4;1;2;1;33.07;Medio;5 o más;Bachillerato;2 o más;1
4;5;5;3;2;33.09;Medio;Menos de 5;Bachillerato;1 o ninguno;1
1;2;5;2;1;31.35;Bajo;5 o más;Universitario;1 o ninguno;1
4;1;4;3;1;26.07;Alto;5 o más;Universitario;1 o ninguno;1
1;4;5;3;2;29.92;Bajo;5 o más;Universitario;2 o más;1
1;3;5;1;1;30.15;Bajo;5 o más;Bachillerato;2 o más;1
2;2;1;2;1;40.39;Medio;5 o más;Bachillerato;2 o más;1
5;4;3;3;2;23.07;Medio;5 o más;Universitario;2 o más;1
3;4;5;1;1;26.24;Medio;Menos de 5;Bachillerato;1 o ninguno;1
1;3;2;1;2;34.06;Medio;5 o más;Universitario;2 o más;1
4;1;1;3;2;28.38;Medio;5 o más;Bachillerato;2 o más;1
5;1;1;3;2;24.02;Medio;5 o más;Bachillerato;2 o más;1
3;1;3;2;1;29.87;Medio;Menos de 5;Universitario;1 o ninguno;1
2;3;3;1;2;37.79;Bajo;5 o más;Bachillerato;2 o más;1
5;3;1;2;2;44.47;Medio;5 o más;Universitario;2 o más;1
5;4;3;2;2;25.38;Medio;5 o más;Bachillerato;2 o más;1
1;5;2;1;1;32.61;Medio;5 o más;Universitario;2 o más;1
1;5;1;2;1;22.65;Medio;5 o más;Universitario;2 o más;1
3;5;5;1;2;21.92;Medio;5 o más;Universitario;2 o más;1
1;2;4;3;2;25.34;Medio;Menos de 5;Universitario;1 o ninguno;1
4;3;2;2;1;37.68;Medio;5 o más;Bachillerato;2 o más;1
1;2;1;3;1;27.43;Bajo;5 o más;Universitario;2 o más;1
3;5;1;1;2;41.71;Bajo;5 o más;Universitario;2 o más;1
1;1;2;2;2;34.82;Bajo;5 o más;Bachillerato;2 o más;1
2;4;4;3;2;32.43;Bajo;5 o más;Universitario;2 o más;1
4;1;3;1;1;33.91;Bajo;5 o más;Universitario;2 o más;1
2;4;2;3;2;23.24;Bajo;5 o más;Universitario;2 o más;1
3;2;4;3;1;32.91;Medio;5 o más;Universitario;2 o más;1
3;5;1;3;1;29.08;Medio;5 o más;Bachillerato;2 o más;1
2;5;1;3;2;40.21;Medio;5 o más;Universitario;2 o más;1
2;5;4;3;1;25.32;Bajo;5 o más;Universitario;2 o más;1
2;3;4;3;2;44.69;Medio;5 o más;Bachillerato;2 o más;1
4;1;3;1;2;26.3;Bajo;5 o más;Bachillerato;2 o más;1
5;3;3;2;1;28.44;Bajo;5 o más;Universitario;2 o más;1
5;3;4;2;1;31.75;Medio;Menos de 5;Bachillerato;1 o ninguno;1
5;5;5;1;1;36.56;Medio;Menos de 5;Bachillerato;1 o ninguno;1
1;5;4;1;1;30.09;Bajo;5 o más;Universitario;2 o más;1
4;1;5;2;2;27.64;Bajo;5 o más;Universitario;2 o más;1
5;3;2;3;2;23.98;Bajo;5 o más;Universitario;2 o más;1
4;2;4;2;2;23.41;Bajo;5 o más;Bachillerato;2 o más;1
5;3;5;3;1;23.79;Bajo;5 o más;Universitario;2 o más;1
3;3;4;2;1;21.55;Bajo;5 o más;Universitario;2 o más;1
3;1;5;2;2;35.29;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
5;1;1;2;1;22.46;Alto;5 o más;Universitario;1 o ninguno;1
5;1;3;1;1;43.66;Bajo;5 o más;Universitario;2 o más;1
1;1;3;2;2;20.4;Bajo;Menos de 5;Bachillerato;2 o más;1
3;5;1;3;1;25.11;Medio;5 o más;Bachillerato;2 o más;1
2;2;1;3;1;23.03;Bajo;5 o más;Universitario;2 o más;1
2;3;1;2;2;25.47;Medio;5 o más;Bachillerato;1 o ninguno;1
3;2;5;3;1;27.1;Medio;5 o más;Universitario;2 o más;1
1;2;2;2;1;30.32;Bajo;5 o más;Bachillerato;2 o más;1
5;2;3;1;1;36.66;Medio;5 o más;Bachillerato;2 o más;1
3;5;5;3;1;36.48;Bajo;5 o más;Bachillerato;2 o más;1
4;1;2;3;2;31.2;Medio;5 o más;Universitario;2 o más;1
3;1;5;1;1;31.08;Medio;5 o más;Bachillerato;2 o más;1
4;2;2;1;2;26.41;Medio;5 o más;Bachillerato;2 o más;1
5;2;1;2;2;32;Bajo;5 o más;Bachillerato;2 o más;1
3;2;4;2;2;37.45;Medio;5 o más;Universitario;1 o ninguno;1
5;5;2;1;1;35.83;Bajo;5 o más;Bachillerato;2 o más;1
1;1;4;3;2;25.03;Medio;Menos de 5;Bachillerato;1 o ninguno;1
4;3;4;1;1;21.01;Bajo;Menos de 5;Universitario;1 o ninguno;1
5;5;2;2;1;31.99;Alto;Menos de 5;Universitario;2 o más;1
4;3;4;2;1;29.62;Bajo;5 o más;Universitario;2 o más;1
5;4;2;3;1;43.98;Medio;5 o más;Universitario;2 o más;1
1;3;1;3;1;21.83;Medio;5 o más;Universitario;2 o más;1
1;2;3;2;2;31.05;Bajo;5 o más;Bachillerato;1 o ninguno;1
3;2;3;3;1;27.42;Bajo;5 o más;Bachillerato;2 o más;1
1;3;5;1;2;29.99;Bajo;5 o más;Bachillerato;1 o ninguno;1
4;5;5;1;2;23.02;Medio;Menos de 5;Bachillerato;1 o ninguno;1
4;1;1;2;2;25.74;Alto;5 o más;Universitario;1 o ninguno;1
1;5;1;1;2;28.5;Bajo;5 o más;Bachillerato;2 o más;1
5;3;3;3;2;20.54;Bajo;5 o más;Bachillerato;2 o más;1
3;4;2;2;1;30.56;Alto;5 o más;Universitario;2 o más;1
1;3;5;2;1;38.39;Medio;Menos de 5;Bachillerato;1 o ninguno;1
2;1;1;3;1;24.16;Bajo;5 o más;Bachillerato;2 o más;1
1;4;3;3;2;26.95;Bajo;5 o más;Bachillerato;2 o más;1
4;1;4;3;2;38.89;Bajo;5 o más;Bachillerato;2 o más;1
3;4;3;2;1;30.96;Medio;5 o más;Universitario;2 o más;1
1;4;2;1;2;22.01;Medio;Menos de 5;Universitario;1 o ninguno;1
3;3;2;2;1;35.01;Medio;5 o más;Universitario;2 o más;1
1;5;2;2;1;39.29;Medio;5 o más;Universitario;2 o más;1
1;5;1;1;1;28.4;Bajo;5 o más;Universitario;2 o más;1
3;1;3;3;2;33.29;Medio;5 o más;Universitario;2 o más;1
3;1;4;2;1;41.31;Medio;5 o más;Universitario;2 o más;1
5;3;1;2;1;41.31;Medio;5 o más;Universitario;2 o más;1
1;4;4;3;2;40.86;Bajo;5 o más;Universitario;2 o más;1
2;4;2;3;2;32.95;Bajo;5 o más;Universitario;2 o más;1
1;4;4;2;2;34.88;Medio;5 o más;Bachillerato;2 o más;1
4;1;5;2;2;23.79;Medio;5 o más;Universitario;2 o más;1
5;4;2;3;1;43.29;Alto;5 o más;Bachillerato;2 o más;1
5;4;1;2;2;22.47;Bajo;Menos de 5;Universitario;1 o ninguno;1
1;5;1;1;2;27.46;Medio;5 o más;Universitario;2 o más;1
4;1;4;1;1;27.77;Bajo;5 o más;Universitario;2 o más;1
1;1;1;2;2;36.7;Bajo;5 o más;Bachillerato;2 o más;1
1;4;1;3;2;28.42;Bajo;5 o más;Bachillerato;2 o más;1
2;5;1;3;2;23.63;Bajo;5 o más;Bachillerato;2 o más;1
1;2;4;1;1;23.34;Medio;5 o más;Bachillerato;2 o más;1
2;5;5;2;2;38.07;Bajo;5 o más;Universitario;2 o más;1
4;5;2;3;1;27.24;Medio;5 o más;Universitario;2 o más;1
4;2;2;2;2;36.8;Bajo;5 o más;Universitario;2 o más;1
1;2;3;1;1;28.46;Alto;Menos de 5;Universitario;1 o ninguno;1
4;3;5;3;2;33.28;Bajo;5 o más;Universitario;2 o más;1
5;5;5;3;1;25.62;Alto;5 o más;Bachillerato;2 o más;1
3;1;5;3;2;26.11;Medio;5 o más;Universitario;1 o ninguno;1
3;3;5;2;2;27.81;Medio;Menos de 5;Bachillerato;1 o ninguno;1
3;3;2;3;1;30.07;Alto;5 o más;Universitario;2 o más;1
3;3;2;2;2;33.95;Medio;Menos de 5;Universitario;1 o ninguno;1
4;4;4;2;1;26.99;Bajo;5 o más;Bachillerato;2 o más;1
2;5;1;3;1;39.15;Bajo;5 o más;Bachillerato;2 o más;1
1;1;1;1;2;26.92;Medio;5 o más;Universitario;2 o más;1
5;1;1;3;1;37.66;Alto;5 o más;Bachillerato;2 o más;1
5;2;5;3;1;29.86;Medio;5 o más;Universitario;2 o más;1
1;4;3;1;2;30.33;Bajo;5 o más;Bachillerato;2 o más;1
5;4;2;2;2;24.53;Medio;Menos de 5;Bachillerato;1 o ninguno;1
5;3;4;2;2;20.95;Bajo;Menos de 5;Universitario;2 o más;1
2;2;5;1;2;20.59;Medio;5 o más;Universitario;2 o más;1
3;3;2;2;1;37.61;Alto;5 o más;Universitario;2 o más;1
5;3;3;2;1;36.61;Bajo;5 o más;Bachillerato;2 o más;1
3;5;2;2;1;24.2;Bajo;5 o más;Universitario;2 o más;1
2;4;2;1;1;22.92;Medio;5 o más;Bachillerato;1 o ninguno;1
5;3;1;2;1;29.5;Bajo;5 o más;Universitario;1 o ninguno;1
4;5;4;1;2;23.65;Bajo;5 o más;Universitario;2 o más;1
5;5;4;1;2;38.97;Medio;5 o más;Bachillerato;2 o más;1
2;5;1;1;1;21.52;Medio;Menos de 5;Universitario;1 o ninguno;1
3;2;2;1;1;34.83;Bajo;5 o más;Bachillerato;2 o más;1
5;1;5;2;2;33.72;Bajo;5 o más;Universitario;2 o más;1
4;1;3;3;2;31.11;Bajo;5 o más;Universitario;2 o más;1
4;5;3;1;2;39.4;Medio;5 o más;Bachillerato;2 o más;1
1;4;2;2;2;36.94;Medio;5 o más;Bachillerato;2 o más;1
4;4;5;3;1;37.67;Alto;5 o más;Bachillerato;1 o ninguno;1
2;1;2;2;1;21.33;Bajo;5 o más;Bachillerato;1 o ninguno;1
2;1;3;2;2;20.5;Bajo;5 o más;Universitario;1 o ninguno;1
5;1;2;1;1;23.12;Medio;5 o más;Universitario;2 o más;1
3;2;5;3;1;22.96;Bajo;5 o más;Bachillerato;2 o más;1
2;4;4;2;2;37.6;Bajo;5 o más;Bachillerato;2 o más;1
3;2;3;1;1;29.02;Bajo;5 o más;Bachillerato;2 o más;1
5;2;5;1;1;26.96;Bajo;5 o más;Universitario;2 o más;1
5;5;5;1;2;40.33;Medio;5 o más;Bachillerato;2 o más;1
4;1;3;2;1;23.3;Medio;5 o más;Universitario;2 o más;1
1;5;3;1;1;27.85;Medio;5 o más;Universitario;2 o más;1
3;2;4;3;2;29.14;Medio;5 o más;Bachillerato;2 o más;1
4;1;3;2;2;25.05;Medio;Menos de 5;Bachillerato;1 o ninguno;1
4;5;3;3;1;22.19;Bajo;5 o más;Universitario;2 o más;1
5;3;3;2;2;22.72;Medio;5 o más;Universitario;2 o más;1
1;3;3;3;1;34.11;Medio;5 o más;Universitario;2 o más;1
1;4;2;1;2;32.62;Alto;Menos de 5;Bachillerato;1 o ninguno;1
3;5;2;3;2;24.05;Medio;5 o más;Bachillerato;2 o más;1
5;1;1;3;1;20.86;Medio;5 o más;Bachillerato;2 o más;1
1;1;5;1;2;28.01;Bajo;5 o más;Bachillerato;2 o más;1
5;4;5;1;1;23.84;Medio;5 o más;Universitario;1 o ninguno;1
2;4;1;2;1;28.81;Medio;5 o más;Bachillerato;2 o más;1
3;3;2;3;2;47.37;Medio;5 o más;Universitario;2 o más;1
3;3;4;3;2;24.72;Medio;5 o más;Universitario;2 o más;1
5;1;1;2;1;33.33;Alto;5 o más;Bachillerato;2 o más;1
2;3;2;1;2;32.4;Medio;5 o más;Bachillerato;2 o más;1
2;3;5;3;2;37.02;Alto;5 o más;Universitario;2 o más;1
1;3;3;3;2;35.22;Medio;5 o más;Bachillerato;2 o más;1
1;2;3;2;2;25.31;Bajo;5 o más;Universitario;2 o más;1
5;2;1;2;1;34.18;Alto;5 o más;Universitario;2 o más;1
3;2;2;3;1;43.28;Bajo;5 o más;Bachillerato;2 o más;1
5;1;3;1;1;26.91;Bajo;5 o más;Universitario;2 o más;1
2;5;4;2;1;30.09;Medio;Menos de 5;Universitario;1 o ninguno;1
5;5;5;3;2;48.19;Alto;5 o más;Universitario;1 o ninguno;1
5;3;3;2;2;33.85;Bajo;5 o más;Universitario;2 o más;1
5;2;3;1;1;32.42;Bajo;5 o más;Bachillerato;2 o más;1
3;4;3;1;2;34.23;Bajo;5 o más;Bachillerato;2 o más;1
2;1;5;3;1;26.23;Medio;5 o más;Universitario;2 o más;1
5;1;5;2;2;22.59;Bajo;5 o más;Bachillerato;1 o ninguno;1
4;4;1;2;1;21.57;Medio;5 o más;Universitario;2 o más;1
3;1;5;2;1;29.03;Bajo;5 o más;Universitario;2 o más;1
3;3;2;1;2;28.23;Medio;5 o más;Bachillerato;2 o más;1
3;5;3;3;2;26.41;Medio;5 o más;Universitario;2 o más;1
4;1;4;3;2;28.13;Medio;5 o más;Universitario;2 o más;1
5;3;2;2;2;27.3;Medio;5 o más;Bachillerato;2 o más;1
4;4;3;2;1;32.68;Bajo;5 o más;Bachillerato;2 o más;1
3;2;1;1;1;39.17;Alto;5 o más;Universitario;2 o más;1
4;2;4;1;1;44.46;Bajo;5 o más;Bachillerato;2 o más;1
2;3;4;3;1;28.21;Medio;5 o más;Bachillerato;2 o más;1
5;1;3;3;1;37.56;Medio;5 o más;Bachillerato;1 o ninguno;1
2;2;2;1;2;41.7;Medio;Menos de 5;Bachillerato;1 o ninguno;1
5;1;3;1;1;29.96;Bajo;5 o más;Bachillerato;2 o más;1
1;4;4;1;2;26.81;Bajo;5 o más;Bachillerato;2 o más;1
5;5;4;2;2;47.55;Alto;5 o más;Bachillerato;2 o más;1
2;5;5;2;2;36.92;Bajo;5 o más;Bachillerato;2 o más;1
5;1;1;3;2;21.1;Bajo;5 o más;Bachillerato;2 o más;1
3;2;5;1;2;40.12;Medio;5 o más;Bachillerato;2 o más;1
5;4;2;1;2;42.72;Bajo;5 o más;Universitario;2 o más;1
1;2;1;3;2;20.87;Medio;5 o más;Universitario;2 o más;1
3;1;1;3;2;22.56;Bajo;5 o más;Bachillerato;2 o más;1
3;5;2;3;1;30.41;Bajo;5 o más;Bachillerato;2 o más;1
4;3;1;2;1;22.93;Bajo;5 o más;Bachillerato;2 o más;1
1;3;1;1;1;40.12;Bajo;5 o más;Universitario;2 o más;1
2;4;5;1;1;26.94;Bajo;5 o más;Bachillerato;2 o más;1
4;1;3;3;2;20.36;Medio;5 o más;Bachillerato;2 o más;1
2;3;4;3;1;22.15;Bajo;5 o más;Universitario;2 o más;1
4;4;3;2;1;29.72;Bajo;5 o más;Universitario;2 o más;1
2;4;1;1;2;24.87;Bajo;5 o más;Universitario;2 o más;1
2;4;4;1;2;27.49;Bajo;5 o más;Universitario;2 o más;1
2;2;2;2;1;35.6;Bajo;5 o más;Universitario;2 o más;1
2;5;3;3;2;29.77;Medio;5 o más;Bachillerato;2 o más;1
1;5;4;1;1;34.26;Medio;Menos de 5;Universitario;1 o ninguno;1
1;2;5;1;1;29.94;Medio;5 o más;Universitario;2 o más;1
2;2;2;1;1;37.75;Medio;5 o más;Universitario;2 o más;1
4;4;4;2;2;36.83;Bajo;5 o más;Bachillerato;2 o más;1
2;3;3;3;2;27.93;Medio;5 o más;Bachillerato;2 o más;1
4;4;5;2;1;38.4;Bajo;5 o más;Bachillerato;2 o más;1
5;2;5;1;1;35.56;Bajo;5 o más;Bachillerato;1 o ninguno;1
4;4;3;3;2;36.23;Medio;5 o más;Bachillerato;2 o más;1
3;5;4;3;1;36.73;Bajo;5 o más;Universitario;2 o más;1
4;3;4;3;2;30.62;Bajo;5 o más;Universitario;2 o más;1
2;3;2;1;2;28.46;Medio;5 o más;Bachillerato;1 o ninguno;1
4;3;3;2;1;29.11;Medio;5 o más;Universitario;2 o más;1
5;4;1;2;1;32.43;Medio;5 o más;Bachillerato;1 o ninguno;1
1;4;5;1;2;34.08;Bajo;5 o más;Bachillerato;2 o más;1
3;4;5;1;2;31.75;Bajo;5 o más;Bachillerato;2 o más;1
5;3;3;3;1;31.98;Medio;5 o más;Bachillerato;1 o ninguno;1
1;1;2;2;1;20.17;Bajo;5 o más;Universitario;2 o más;1
5;3;5;1;1;23.06;Medio;5 o más;Universitario;2 o más;1
4;5;1;2;1;36.4;Medio;5 o más;Bachillerato;2 o más;1
5;3;3;2;2;38.61;Bajo;5 o más;Universitario;2 o más;1
4;5;3;3;1;29.49;Alto;Menos de 5;Universitario;1 o ninguno;1
1;4;2;1;1;31.04;Bajo;5 o más;Bachillerato;2 o más;1
2;2;2;1;2;32.42;Medio;5 o más;Universitario;2 o más;1
2;3;3;1;2;34.39;Medio;5 o más;Bachillerato;2 o más;1
2;5;5;1;2;24.31;Medio;5 o más;Universitario;2 o más;1
1;1;3;2;2;53.82;Medio;5 o más;Universitario;2 o más;1
5;2;3;2;1;23.29;Bajo;Menos de 5;Universitario;1 o ninguno;1
5;5;5;2;1;29.08;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
4;4;1;3;2;38.27;Alto;5 o más;Universitario;2 o más;1
3;3;1;2;2;37.86;Bajo;5 o más;Bachillerato;2 o más;1
5;1;5;3;1;20.01;Medio;5 o más;Bachillerato;2 o más;1
4;2;3;1;2;20.31;Medio;5 o más;Universitario;2 o más;1
2;1;3;3;2;26.66;Bajo;5 o más;Bachillerato;1 o ninguno;1
1;5;4;2;2;38.84;Bajo;5 o más;Bachillerato;2 o más;1
1;5;5;3;2;35.18;Medio;5 o más;Universitario;2 o más;1
5;4;1;3;2;27.77;Medio;5 o más;Bachillerato;2 o más;1
2;2;3;3;1;28.9;Medio;5 o más;Bachillerato;2 o más;1
5;1;4;1;1;32.76;Alto;5 o más;Universitario;2 o más;1
2;3;3;1;2;23.04;Medio;5 o más;Bachillerato;2 o más;1
2;5;3;3;2;21.97;Alto;Menos de 5;Universitario;1 o ninguno;1
3;4;5;3;2;36.62;Bajo;5 o más;Bachillerato;2 o más;1
5;2;3;1;1;41.59;Medio;5 o más;Bachillerato;2 o más;1
5;2;2;1;1;20.2;Bajo;5 o más;Universitario;1 o ninguno;1
4;1;2;1;1;29.11;Alto;5 o más;Bachillerato;1 o ninguno;1
1;4;3;1;1;27.31;Medio;5 o más;Bachillerato;2 o más;1
1;3;5;2;1;50.12;Bajo;5 o más;Bachillerato;2 o más;1
5;3;3;3;1;36.05;Bajo;5 o más;Bachillerato;2 o más;1
5;2;5;1;1;30.76;Bajo;5 o más;Universitario;1 o ninguno;1
3;2;4;2;1;20.49;Medio;5 o más;Universitario;2 o más;1
2;5;4;3;2;30.79;Bajo;5 o más;Bachillerato;2 o más;1
4;2;3;2;1;25.5;Medio;5 o más;Universitario;2 o más;1
3;1;4;3;1;20.87;Bajo;5 o más;Universitario;2 o más;1
4;1;3;1;1;26.96;Bajo;5 o más;Bachillerato;2 o más;1
2;2;1;1;1;34.04;Bajo;5 o más;Bachillerato;2 o más;1
2;3;3;2;2;21.18;Bajo;5 o más;Bachillerato;2 o más;1
4;2;4;1;1;27.38;Bajo;5 o más;Bachillerato;2 o más;1
5;4;4;1;1;37.57;Medio;5 o más;Universitario;2 o más;1
4;2;1;3;2;35.76;Bajo;5 o más;Bachillerato;2 o más;1
4;4;5;2;2;27.14;Bajo;5 o más;Universitario;2 o más;1
3;2;5;2;2;30.25;Medio;5 o más;Universitario;2 o más;1
1;4;2;2;2;34.67;Medio;Menos de 5;Bachillerato;1 o ninguno;1
1;4;4;2;2;29.49;Bajo;5 o más;Bachillerato;2 o más;1
4;2;4;3;2;28.61;Medio;5 o más;Bachillerato;2 o más;1
1;3;5;2;2;24.76;Bajo;5 o más;Bachillerato;2 o más;1
3;4;5;2;1;29.58;Alto;5 o más;Bachillerato;2 o más;1
4;2;2;3;1;27.84;Medio;5 o más;Bachillerato;2 o más;1
5;5;1;2;2;21.7;Medio;5 o más;Bachillerato;2 o más;1
2;1;5;1;1;33.11;Bajo;5 o más;Universitario;2 o más;1
4;3;4;3;1;24.6;Alto;5 o más;Universitario;2 o más;1
4;1;5;1;2;26.52;Alto;5 o más;Bachillerato;2 o más;1
5;4;3;3;1;22.59;Medio;5 o más;Universitario;2 o más;1
4;4;4;3;2;30.89;Bajo;5 o más;Bachillerato;2 o más;1
2;4;2;1;2;44.2;Bajo;5 o más;Bachillerato;2 o más;1
1;5;1;2;2;24.49;Bajo;5 o más;Universitario;2 o más;1
2;1;2;2;1;21.11;Medio;5 o más;Bachillerato;2 o más;1
5;4;2;2;2;24.12;Medio;5 o más;Universitario;2 o más;1
1;1;1;3;2;36.89;Medio;5 o más;Universitario;2 o más;1
1;3;4;1;2;32.17;Bajo;5 o más;Bachillerato;2 o más;1
1;5;2;1;1;24.55;Medio;5 o más;Bachillerato;2 o más;1
4;1;5;2;2;34.05;Medio;5 o más;Universitario;2 o más;1
5;3;5;1;2;33.58;Medio;5 o más;Bachillerato;2 o más;1
1;3;1;2;2;27.33;Bajo;5 o más;Universitario;2 o más;1
2;2;1;1;2;21.05;Bajo;Menos de 5;Universitario;1 o ninguno;1
1;5;5;1;1;29.3;Bajo;5 o más;Bachillerato;2 o más;1
5;3;5;2;2;26.09;Medio;5 o más;Universitario;2 o más;1
3;1;1;3;1;42.47;Medio;5 o más;Universitario;2 o más;1
5;5;3;3;1;23.29;Bajo;5 o más;Bachillerato;2 o más;1
2;1;5;1;2;27.46;Bajo;5 o más;Universitario;2 o más;1
5;3;3;2;2;20.21;Medio;5 o más;Universitario;2 o más;1
2;2;5;3;2;27.31;Bajo;Menos de 5;Bachillerato;1 o ninguno;1
1;3;4;3;1;24.05;Bajo;5 o más;Universitario;2 o más;1
5;5;5;2;2;27.65;Bajo;5 o más;Universitario;1 o ninguno;1
3;1;4;3;2;35.27;Bajo;5 o más;Universitario;2 o más;1
2;5;1;3;2;25.67;Alto;5 o más;Bachillerato;2 o más;1
4;2;5;1;1;20.48;Medio;5 o más;Universitario;1 o ninguno;1
5;4;4;2;2;41.62;Medio;5 o más;Bachillerato;2 o más;1
2;2;2;2;1;40.8;Medio;5 o más;Universitario;2 o más;1
3;2;3;1;1;21.77;Medio;5 o más;Universitario;2 o más;1
3;2;3;3;1;33.21;Medio;5 o más;Universitario;2 o más;1
5;4;3;3;1;26.09;Medio;5 o más;Bachillerato;2 o más;1
2;1;1;3;2;25.99;Bajo;5 o más;Universitario;2 o más;1
3;1;2;1;1;28.82;Medio;5 o más;Universitario;2 o más;1
4;1;4;3;2;29.81;Bajo;5 o más;Bachillerato;2 o más;1
2;5;1;3;1;26.96;Medio;5 o más;Universitario;2 o más;1
1;1;4;2;1;27.7;Alto;5 o más;Universitario;2 o más;1
4;1;4;2;2;36.23;Medio;5 o más;Bachillerato;2 o más;1
3;1;3;1;2;40.65;Medio;5 o más;Universitario;1 o ninguno;1
5;1;1;2;1;23.78;Medio;5 o más;Universitario;2 o más;1
2;2;5;2;1;29.41;Bajo;5 o más;Universitario;2 o más;1
3;5;5;2;1;29.95;Bajo;5 o más;Universitario;2 o más;1
4;5;5;3;2;51.28;Bajo;5 o más;Universitario;2 o más;1
3;4;3;1;1;30.41;Bajo;5 o más;Bachillerato;2 o más;1
4;3;3;3;2;21.26;Medio;5 o más;Universitario;2 o más;1
2;1;1;1;2;20.62;Bajo;Menos de 5;Bachillerato;2 o más;1
3;2;3;2;1;32.6;Bajo;5 o más;Bachillerato;2 o más;1
3;1;3;2;2;37.79;Alto;5 o más;Bachillerato;2 o más;1
2;3;2;3;1;40.23;Bajo;5 o más;Universitario;2 o más;1
3;1;5;2;2;33.95;Medio;5 o más;Universitario;2 o más;1
4;5;3;1;1;25.98;Medio;Menos de 5;Universitario;1 o ninguno;1
5;2;2;1;2;23.96;Bajo;5 o más;Bachillerato;2 o más;1
4;2;4;3;2;26.86;Medio;5 o más;Universitario;2 o más;1
5;4;2;3;1;24.38;Medio;5 o más;Universitario;2 o más;1
2;1;5;3;1;33.98;Alto;5 o más;Bachillerato;1 o ninguno;1
4;3;5;2;1;22.18;Medio;5 o más;Universitario;2 o más;1
5;1;5;3;2;46.54;Medio;5 o más;Universitario;2 o más;1
3;5;4;3;1;33.71;Medio;5 o más;Universitario;2 o más;1
1;2;3;3;2;25.01;Alto;5 o más;Universitario;2 o más;1
4;2;4;3;2;29.02;Bajo;5 o más;Universitario;2 o más;1
1;4;4;2;2;31.35;Medio;5 o más;Universitario;1 o ninguno;1
4;5;5;1;1;24.14;Bajo;5 o más;Bachillerato;2 o más;1
3;1;1;3;2;25.84;Medio;5 o más;Universitario;2 o más;1
1;4;3;2;2;40.04;Medio;5 o más;Universitario;2 o más;1
3;5;1;1;2;47.44;Medio;5 o más;Universitario;2 o más;1
4;3;1;1;2;40.99;Bajo;5 o más;Universitario;2 o más;1
2;3;4;1;2;46.48;Bajo;5 o más;Universitario;2 o más;1
1;5;2;3;1;21.38;Medio;5 o más;Bachillerato;2 o más;1
4;3;2;1;1;22.17;Bajo;5 o más;Bachillerato;2 o más;1
1;1;2;3;1;31.39;Bajo;5 o más;Universitario;2 o más;1
1;3;2;3;1;35.33;Bajo;Menos de 5;Universitario;1 o ninguno;1
2;4;4;3;2;27.96;Bajo;5 o más;Universitario;2 o más;1
5;4;5;1;2;20.56;Bajo;5 o más;Universitario;2 o más;1
4;2;5;2;2;26.4;Bajo;5 o más;Bachillerato;2 o más;1
2;1;2;2;2;43.92;Bajo;5 o más;Bachillerato;2 o más;1
3;3;2;2;1;33.65;Medio;Menos de 5;Universitario;1 o ninguno;1
3;4;1;3;1;22.53;Medio;5 o más;Universitario;2 o más;1
3;4;4;2;1;25.53;Medio;5 o más;Bachillerato;2 o más;1
4;3;3;1;2;26.07;Bajo;5 o más;Bachillerato;1 o ninguno;1
1;2;5;1;1;26.77;Medio;5 o más;Universitario;2 o más;1
3;1;1;2;1;20.49;Bajo;5 o más;Universitario;2 o más;1
4;1;2;2;1;33.13;Medio;5 o más;Universitario;2 o más;1
1;2;5;1;2;42;Bajo;5 o más;Bachillerato;2 o más;1
4;5;2;2;2;27.99;Medio;5 o más;Universitario;2 o más;1
3;1;5;1;2;36.36;Bajo;5 o más;Universitario;2 o más;1
3;4;5;3;2;23.51;Medio;5 o más;Bachillerato;2 o más;1
3;3;4;1;2;23.32;Medio;5 o más;Bachillerato;2 o más;1
4;1;5;1;2;23.26;Medio;5 o más;Universitario;2 o más;1
2;5;4;3;1;27.38;Medio;5 o más;Bachillerato;2 o más;1
2;1;4;3;2;36.42;Bajo;5 o más;Bachillerato;2 o más;1
3;4;5;3;2;34.32;Medio;5 o más;Bachillerato;2 o más;1
4;3;2;2;1;30.59;Bajo;5 o más;Universitario;2 o más;1
2;4;3;3;1;27.94;Medio;5 o más;Bachillerato;2 o más;1
4;5;3;2;2;35.46;Medio;5 o más;Bachillerato;2 o más;1
5;4;2;1;1;23.89;Medio;5 o más;Bachillerato;2 o más;1
1;1;3;1;1;30.6;Medio;5 o más;Universitario;2 o más;1
2;3;4;1;2;29.35;Bajo;5 o más;Bachillerato;2 o más;1
4;1;2;2;2;22.18;Bajo;Menos de 5;Bachillerato;2 o más;1
4;3;2;3;1;21.15;Bajo;5 o más;Universitario;2 o más;1
3;1;2;3;1;38.19;Alto;5 o más;Bachillerato;2 o más;1
5;3;5;2;1;33.55;Bajo;5 o más;Bachillerato;2 o más;1
3;4;2;2;2;33.15;Medio;5 o más;Universitario;2 o más;1
2;2;5;2;2;24.45;Bajo;5 o más;Bachillerato;2 o más;1
5;2;4;3;1;20.93;Medio;5 o más;Bachillerato;2 o más;1
1;3;3;1;2;31.16;Medio;5 o más;Universitario;2 o más;1
1;4;2;1;2;24.74;Bajo;5 o más;Bachillerato;1 o ninguno;1
1;1;1;1;1;42.76;Bajo;5 o más;Universitario;2 o más;1
